ID,utterance,annotation,list-ID
6,ma robe . [media],"[NULL,NULL,NULL]",1
6,ma robe . [media],"[NULL,NULL,NULL]",2
7,c'est un short jupe . [media],"[NULL,NULL,NULL]",1
7,c'est un short jupe . [media],"[NULL,NULL,NULL]",2
8,Anaé a trois ans depuis le vingt quatre juillet . [media],"[NULL,NULL,NULL]",1
8,Anaé a trois ans depuis le vingt quatre juillet . [media],"[NULL,NULL,NULL]",2
9,non mais parce que on n' est pas encore le vingt quatre on n' est pas encore le vingt quatre juillet . [media],"[NULL,NULL,NULL]",1
9,non mais parce que on n' est pas encore le vingt quatre on n' est pas encore le vingt quatre juillet . [media],"[NULL,NULL,NULL]",2
10,[quote] on n' est pas encore le vingt quatre juillet .,"[NULL,NULL,NULL]",1
10,[quote] on n' est pas encore le vingt quatre juillet .,"[NULL,NULL,NULL]",2
11,Anaé aura trois ans le vingt quatre juillet . [media],"[NULL,NULL,NULL]",1
11,Anaé aura trois ans le vingt quatre juillet . [media],"[NULL,NULL,NULL]",2
12,et on est le seize juillet . [media],"[NULL,NULL,NULL]",1
12,et on est le seize juillet . [media],"[NULL,NULL,NULL]",2
13,tiens tu mets ta chaussure ? [media],"[NULL,NULL,NULL]",1
13,tiens tu mets ta chaussure ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
14,c'est bientôt ton anniversaire ? [media],"[NULL,NULL,NULL]",1
14,c'est bientôt ton anniversaire ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
15,yyy . [media],"[NULL,NULL,NULL]",1
15,yyy . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
16,tu vas avoir quel âge ? [media],"[NULL,NULL,NULL]",1
16,tu vas avoir quel âge ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
17,ə vais avoir trois ans . [media],"[NULL,NULL,NULL]",1
17,ə vais avoir trois ans . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
18,wah . [media],"[NULL,NULL,NULL]",1
18,wah . [media],"[NULL,NULL,NULL]",2
19,tu vas être une grande hein ? [media],"[NULL,NULL,NULL]",1
19,tu vas être une grande hein ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2
20,c'est un short jupe ça non ? [media],"[NULL,NULL,NULL]",1
20,c'est un short jupe ça non ? [media],"[NULL,NULL,NULL]",2
21,ouais . [media],"[NULL,NULL,NULL]",1
21,ouais . [media],"[NULL,NULL,NULL]",2
22,c'est joli . [media],"[NULL,NULL,NULL]",1
22,c'est joli . [media],"[NULL,NULL,NULL]",2
23,tiens on va aller moucher le nez . [media],"[NULL,NULL,NULL]",1
23,tiens on va aller moucher le nez . [media],"[NULL,NULL,NULL]",2
24,tu viens dans la cuisine regarde on va regarder ton livre de jeux . [media],"[NULL,NULL,NULL]",1
24,tu viens dans la cuisine regarde on va regarder ton livre de jeux . [media],"[NULL,NULL,NULL]",2
25,[quote] et \<interruption\>,"[NULL,NULL,NULL]",1
25,[quote] et \<interruption\>,"[NULL,NULL,NULL]",2
26,tu viens ? [media],"[NULL,NULL,NULL]",1
26,tu viens ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
27,hé . [media],"[NULL,NULL,NULL]",1
27,hé . [media],"[NULL,NULL,NULL]",2
28,pourquoi toi t as une robe comme moi ? [media],"[NULL,NULL,NULL]",1
28,pourquoi toi t as une robe comme moi ? [media],"[NULL,NULL,NULL]",2
29,yyy . [media],"[NULL,NULL,NULL]",1
29,yyy . [media],"[NULL,NULL,NULL]",2
30,c'est une robe avec comme un tablier dessus tu vois ? [media],"[NULL,NULL,NULL]",1
30,c'est une robe avec comme un tablier dessus tu vois ? [media],"[NULL,NULL,NULL]",2
31,c'est rigolo . [media],"[NULL,NULL,NULL]",1
31,c'est rigolo . [media],"[NULL,NULL,NULL]",2
32,moi z ai toujours des collants . [media],"[NULL,NULL,NULL]",1
32,moi z ai toujours des collants . [media],"[NULL,NULL,NULL]",2
33,xxx . [media],"[NULL,NULL,NULL]",1
33,xxx . [media],"[NULL,NULL,NULL]",2
34,[quote] oh bah pas l'été quand_même .,"[NULL,NULL,NULL]",1
34,[quote] oh bah pas l'été quand_même .,"[NULL,NULL,NULL]",2
35,en été il fait trop chaud pour les collants . [media],"[NULL,NULL,NULL]",1
35,en été il fait trop chaud pour les collants . [media],"[NULL,NULL,NULL]",2
36,[quote] il fait trop chaud pour mettre des collants .,"[NULL,NULL,NULL]",1
