ID,utterance,annotation,list-ID
6,alors Théophile a deux ans . un mois . [media],"[NULL,NULL,NULL]",1
6,alors Théophile a deux ans . un mois . [media],"[NULL,NULL,NULL]",2
7,xxx . [media],"[NULL,NULL,NULL]",1
7,xxx . [media],"[NULL,NULL,NULL]",2
8,ah ! [media],"[NULL,NULL,NULL]",1
8,ah ! [media],"[NULL,NULL,NULL]",2
9,eh ouais ! [media],"[NULL,NULL,NULL]",1
9,eh ouais ! [media],"[NULL,NULL,NULL]",2
10,pas tout_à_fait un mois mais c'est vrai presque hein ça passe \<None\> vite hein \<None\> ! [media],"[NULL,NULL,NULL]",1
10,pas tout_à_fait un mois mais c'est vrai presque hein ça passe \<None\> vite hein \<None\> ! [media],"[NULL,NULL,NULL]",2
11,presque \<None\> .,"[NULL,NULL,NULL]",1
11,presque \<None\> .,"[NULL,NULL,NULL]",2
12,yyy !,"[NULL,NULL,NULL]",1
12,yyy !,"[NULL,NULL,NULL]",2
13,c'est ton harmonica ! [media],"[NULL,NULL,NULL]",1
13,c'est ton harmonica ! [media],"[NULL,NULL,NULL]",2
14,xxx . [media],"[NULL,NULL,NULL]",1
14,xxx . [media],"[NULL,NULL,NULL]",2
15,xxx . [media],"[NULL,NULL,NULL]",1
15,xxx . [media],"[NULL,NULL,NULL]",2
16,tu joues Théophile à ça . [media],"[NULL,NULL,NULL]",1
16,tu joues Théophile à ça . [media],"[NULL,NULL,NULL]",2
17,tu fais une démo . [media],"[NULL,NULL,NULL]",1
17,tu fais une démo . [media],"[NULL,NULL,NULL]",2
18,0. . [media],"[NULL,NULL,NULL]",1
18,0. . [media],"[NULL,NULL,NULL]",2
19,0. . [media],"[NULL,NULL,NULL]",1
19,0. . [media],"[NULL,NULL,NULL]",2
20,xxx . [media],"[NULL,NULL,NULL]",1
20,xxx . [media],"[NULL,NULL,NULL]",2
21,allez un p morceau . [media],"[NULL,NULL,NULL]",1
21,allez un p morceau . [media],"[NULL,NULL,NULL]",2
22,. t te rappelles ? [media],"[NULL,NULL,NULL]",1
22,. t te rappelles ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
23,0. .,"[NULL,NULL,NULL]",1
23,0. .,"[NULL,NULL,NULL]",2
24,non l'autre côté \<None\> . l'autre \<self interruption\> [media],"[NULL,NULL,NULL]",1
24,non l'autre côté \<None\> . l'autre \<self interruption\> [media],"[NULL,NULL,NULL]",2
25,l'autre côté \<None\> .,"[NULL,NULL,NULL]",1
25,l'autre côté \<None\> .,"[NULL,NULL,NULL]",2
26,tourne tourne ! [media],"[NULL,NULL,NULL]",1
26,tourne tourne ! [media],"[NULL,NULL,NULL]",2
27,vas_y vas_y ! [media],"[NULL,NULL,NULL]",1
27,vas_y vas_y ! [media],"[NULL,NULL,NULL]",2
28,[quote] xxx . là .,"[NULL,NULL,NULL]",1
28,[quote] xxx . là .,"[NULL,NULL,NULL]",2
29,très bien . [media],"[NULL,NULL,NULL]",1
29,très bien . [media],"[NULL,NULL,NULL]",2
30,0. . [media],"[NULL,NULL,NULL]",1
30,0. . [media],"[NULL,NULL,NULL]",2
31,ouais ! [media],"[NULL,NULL,NULL]",1
31,ouais ! [media],"[NULL,NULL,NULL]",2
32,super \<None\> ! [media],"[NULL,NULL,NULL]",1
32,super \<None\> ! [media],"[NULL,NULL,NULL]",2
33,ouais \<None\> !,"[NULL,NULL,NULL]",1
33,ouais \<None\> !,"[NULL,NULL,NULL]",2
34,encore ! [media],"[NULL,NULL,NULL]",1
34,encore ! [media],"[NULL,NULL,NULL]",2
35,dehors ! [media],"[NULL,NULL,NULL]",1
35,dehors ! [media],"[NULL,NULL,NULL]",2
36,wouah ! [media],"[NULL,NULL,NULL]",1
36,wouah ! [media],"[NULL,NULL,NULL]",2
37,0. .,"[NULL,NULL,NULL]",1
37,0. .,"[NULL,NULL,NULL]",2
38,mes clés . [media],"[NULL,NULL,NULL]",1
38,mes clés . [media],"[NULL,NULL,NULL]",2
39,ah oh mes clés . [media],"[NULL,NULL,NULL]",1
39,ah oh mes clés . [media],"[NULL,NULL,NULL]",2
40,mes clés ! [media],"[NULL,NULL,NULL]",1
40,mes clés ! [media],"[NULL,NULL,NULL]",2
41,mes clés . [media],"[NULL,NULL,NULL]",1
41,mes clés . [media],"[NULL,NULL,NULL]",2
42,et \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
42,et \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
