ID,utterance,annotation,list-ID
4,oh Théophile alors on est le quatre septembre ... [media],"[NULL,NULL,NULL]",1
4,oh Théophile alors on est le quatre septembre ... [media],"[NULL,NULL,NULL]",2
5,c'est quoi ça ?,"[NULL,NULL,NULL]",1
5,c'est quoi ça ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
6,[quote] 0. yyy toi .,"[NULL,NULL,NULL]",1
6,[quote] 0. yyy toi .,"[NULL,NULL,NULL]",2
7,deux mille huit \<None\> .,"[NULL,NULL,NULL]",1
7,deux mille huit \<None\> .,"[NULL,NULL,NULL]",2
8,ah beh c'est pas fini ?,"[NULL,NULL,NULL]",1
8,ah beh c'est pas fini ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
9,et Théophile ...,"[NULL,NULL,NULL]",1
9,et Théophile ...,"[NULL,NULL,NULL]",2
10,ah ben merci ! [media],"[NULL,NULL,NULL]",1
10,ah ben merci ! [media],"[NULL,NULL,NULL]",2
11,[quote] 0. .,"[NULL,NULL,NULL]",1
11,[quote] 0. .,"[NULL,NULL,NULL]",2
12,[quote] a trois ans et ...,"[NULL,NULL,NULL]",1
12,[quote] a trois ans et ...,"[NULL,NULL,NULL]",2
13,[quote] et deux mois ? [media],"[NULL,NULL,NULL]",1
13,[quote] et deux mois ? [media],"[NULL,NULL,NULL]",2
14,j'ai des doutes .,"[NULL,NULL,NULL]",1
14,j'ai des doutes .,"[NULL,NULL,NULL]",2
15,[quote] et deux mois .,"[NULL,NULL,NULL]",1
15,[quote] et deux mois .,"[NULL,NULL,NULL]",2
16,veux te faire un pétou . [media],"[NULL,NULL,NULL]",1
16,veux te faire un pétou . [media],"[NULL,NULL,NULL]",2
17,[quote] non non non .,"[NULL,NULL,NULL]",1
17,[quote] non non non .,"[NULL,NULL,NULL]",2
18,coquin \<None\> . [media],"[NULL,NULL,NULL]",1
18,coquin \<None\> . [media],"[NULL,NULL,NULL]",2
19,[quote] 0. .,"[NULL,NULL,NULL]",1
19,[quote] 0. .,"[NULL,NULL,NULL]",2
20,c'est quoi ces façons ? [media],"[NULL,NULL,NULL]",1
20,c'est quoi ces façons ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
21,veux te faire un yyy .,"[NULL,NULL,NULL]",1
21,veux te faire un yyy .,"[NULL,NULL,NULL]",2
22,non non non !,"[NULL,NULL,NULL]",1
22,non non non !,"[NULL,NULL,NULL]",2
23,ah bah merci !,"[NULL,NULL,NULL]",1
23,ah bah merci !,"[NULL,NULL,NULL]",2
24,il dit je veux faire un petou ! [media],"[NULL,NULL,NULL]",1
24,il dit je veux faire un petou ! [media],"[NULL,NULL,NULL]",2
25,[quote] 0. .,"[NULL,NULL,NULL]",1
25,[quote] 0. .,"[NULL,NULL,NULL]",2
26,0. . [media],"[NULL,NULL,NULL]",1
26,0. . [media],"[NULL,NULL,NULL]",2
27,eh oui tu veux rigoler toi aussi hein ?,"[NULL,NULL,NULL]",1
27,eh oui tu veux rigoler toi aussi hein ?,"[NULL,NULL,NULL]",2
28,0. . [media],"[NULL,NULL,NULL]",1
28,0. . [media],"[NULL,NULL,NULL]",2
29,ah la la ! [media],"[NULL,NULL,NULL]",1
29,ah la la ! [media],"[NULL,NULL,NULL]",2
30,0. .,"[NULL,NULL,NULL]",1
30,0. .,"[NULL,NULL,NULL]",2
31,0. . [media],"[NULL,NULL,NULL]",1
31,0. . [media],"[NULL,NULL,NULL]",2
32,0. .,"[NULL,NULL,NULL]",1
32,0. .,"[NULL,NULL,NULL]",2
33,tu racontes ton école à Lili ?,"[NULL,NULL,NULL]",1
33,tu racontes ton école à Lili ?,"[NULL,NULL,NULL]",2
34,hé !,"[NULL,NULL,NULL]",1
34,hé !,"[NULL,NULL,NULL]",2
35,yyy xxx . [media],"[NULL,NULL,NULL]",1
35,yyy xxx . [media],"[NULL,NULL,NULL]",2
36,xxx . [media],"[NULL,NULL,NULL]",1
