ID,utterance,annotation,list-ID
2,www . [media],"[NULL,NULL,NULL]",1
2,www . [media],"[NULL,NULL,NULL]",2
3,Adrien t'as fait poutch ça sent mauvais ! [media],"[NULL,NULL,NULL]",1
3,Adrien t'as fait poutch ça sent mauvais ! [media],"[NULL,NULL,NULL]",2
4,ah c'est toi qui a fait poutch ? [media],"[NULL,NULL,NULL]",1
4,ah c'est toi qui a fait poutch ? [media],"[NULL,NULL,NULL]",2
5,tiens ! [media],"[NULL,NULL,NULL]",1
5,tiens ! [media],"[NULL,NULL,NULL]",2
6,c'est qui qui a fait poutch ? [media],"[NULL,NULL,NULL]",1
6,c'est qui qui a fait poutch ? [media],"[NULL,NULL,NULL]",2
7,tiens regarde ! [media],"[NULL,NULL,NULL]",1
7,tiens regarde ! [media],"[NULL,NULL,NULL]",2
8,mets pas tes pieds ! [media],"[NULL,NULL,NULL]",1
8,mets pas tes pieds ! [media],"[NULL,NULL,NULL]",2
9,yyy yyy . [media],"[NULL,NULL,NULL]",1
9,yyy yyy . [media],"[NULL,NULL,NULL]",2
10,non non non non c'est à moi ! [media],"[NULL,NULL,NULL]",1
10,non non non non c'est à moi ! [media],"[NULL,NULL,NULL]",2
11,allez euh ! [media],"[NULL,NULL,NULL]",1
11,allez euh ! [media],"[NULL,NULL,NULL]",2
12,non ! [media],"[NULL,NULL,NULL]",1
12,non ! [media],"[NULL,NULL,NULL]",2
13,non ! [media],"[NULL,NULL,NULL]",1
13,non ! [media],"[NULL,NULL,NULL]",2
14,moi je veux . [media],"[NULL,NULL,NULL]",1
14,moi je veux . [media],"[NULL,NULL,NULL]",2
15,yyy yyy . [media],"[NULL,NULL,NULL]",1
15,yyy yyy . [media],"[NULL,NULL,NULL]",2
16,alors viens t'asseoir viens la regarder là ! [media],"[NULL,NULL,NULL]",1
16,alors viens t'asseoir viens la regarder là ! [media],"[NULL,NULL,NULL]",2
17,montre-moi laquelle tu veux ! [media],"[NULL,NULL,NULL]",1
17,montre-moi laquelle tu veux ! [media],"[NULL,NULL,NULL]",2
18,tu me montres laquelle tu veux de voiture ? [media],"[NULL,NULL,NULL]",1
18,tu me montres laquelle tu veux de voiture ? [media],"[NULL,NULL,NULL]",2
19,mets-toi sur la table ! [media],"[NULL,NULL,NULL]",1
19,mets-toi sur la table ! [media],"[NULL,NULL,NULL]",2
20,"ah ben là tu seras mieux , vas_y pose ton livre là . [media]","[NULL,NULL,NULL]",1
20,"ah ben là tu seras mieux , vas_y pose ton livre là . [media]","[NULL,NULL,NULL]",2
21,j'aime pas celle . [media],"[NULL,NULL,NULL]",1
21,j'aime pas celle . [media],"[NULL,NULL,NULL]",2
22,ah ça c'est celle-ci elle est jolie moi je veux celle-ci . [media],"[NULL,NULL,NULL]",1
22,ah ça c'est celle-ci elle est jolie moi je veux celle-ci . [media],"[NULL,NULL,NULL]",2
23,moi veux pas celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",1
23,moi veux pas celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",2
24,elle est pas belle ! [media],"[NULL,NULL,NULL]",1
24,elle est pas belle ! [media],"[NULL,NULL,NULL]",2
25,est pas beau ! [media],"[NULL,NULL,NULL]",1
25,est pas beau ! [media],"[NULL,NULL,NULL]",2
26,elle est pas belle ! [media],"[NULL,NULL,NULL]",1
26,elle est pas belle ! [media],"[NULL,NULL,NULL]",2
27,et celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",1
27,et celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",2
28,elle est pas belle on dit . [media],"[NULL,NULL,NULL]",1
28,elle est pas belle on dit . [media],"[NULL,NULL,NULL]",2
29,celle-ci elle est pas beau . [media],"[NULL,NULL,NULL]",1
29,celle-ci elle est pas beau . [media],"[NULL,NULL,NULL]",2
30,Adrien on dit qu'elle est pas belle ! [media],"[NULL,NULL,NULL]",1
30,Adrien on dit qu'elle est pas belle ! [media],"[NULL,NULL,NULL]",2
31,est pas beau celle-ci l'est pas beau celle . [media],"[NULL,NULL,NULL]",1
31,est pas beau celle-ci l'est pas beau celle . [media],"[NULL,NULL,NULL]",2
32,celle-ci elle est plutôt . [media],"[NULL,NULL,NULL]",1
32,celle-ci elle est plutôt . [media],"[NULL,NULL,NULL]",2
33,yyy . [media],"[NULL,NULL,NULL]",1
33,yyy . [media],"[NULL,NULL,NULL]",2
34,elle aime elle l'aime . [media],"[NULL,NULL,NULL]",1
34,elle aime elle l'aime . [media],"[NULL,NULL,NULL]",2
35,elle est de quelle couleur celle-ci de voiture ? [media],"[NULL,NULL,NULL]",1
35,elle est de quelle couleur celle-ci de voiture ? [media],"[NULL,NULL,NULL]",2
36,yyy plutôt celle-ci ! [media],"[NULL,NULL,NULL]",1
36,yyy plutôt celle-ci ! [media],"[NULL,NULL,NULL]",2
37,"tu l'aimes bien celle-ci , t'as vu c'est la même marque que celle de papy et mamie c'est une Citroën ! [media]","[NULL,NULL,NULL]",1
37,"tu l'aimes bien celle-ci , t'as vu c'est la même marque que celle de papy et mamie c'est une Citroën ! [media]","[NULL,NULL,NULL]",2
38,oui ! [media],"[NULL,NULL,NULL]",1
38,oui ! [media],"[NULL,NULL,NULL]",2
39,mais pas les mêmes phares ! [media],"[NULL,NULL,NULL]",1
39,mais pas les mêmes phares ! [media],"[NULL,NULL,NULL]",2
40,c'est les mêmes phares ? [media],"[NULL,NULL,NULL]",1
40,c'est les mêmes phares ? [media],"[NULL,NULL,NULL]",2
41,non ! [media],"[NULL,NULL,NULL]",1
41,non ! [media],"[NULL,NULL,NULL]",2
42,t'es sûr ? [media],"[NULL,NULL,NULL]",1
42,t'es sûr ? [media],"[NULL,NULL,NULL]",2
43,non ! [media],"[NULL,NULL,NULL]",1
43,non ! [media],"[NULL,NULL,NULL]",2
44,est-ce que c'est les mêmes roues ? [media],"[NULL,NULL,NULL]",1
44,est-ce que c'est les mêmes roues ? [media],"[NULL,NULL,NULL]",2
45,bah bah . [media],"[NULL,NULL,NULL]",1
45,bah bah . [media],"[NULL,NULL,NULL]",2
46,mais non ! [media],"[NULL,NULL,NULL]",1
46,mais non ! [media],"[NULL,NULL,NULL]",2
47,t'as vu ? [media],"[NULL,NULL,NULL]",1
47,t'as vu ? [media],"[NULL,NULL,NULL]",2
48,"mamie elle a une c deux , papy une c quatre et là c'est une c cinq ! [media]","[NULL,NULL,NULL]",1
48,"mamie elle a une c deux , papy une c quatre et là c'est une c cinq ! [media]","[NULL,NULL,NULL]",2
49,"est-ce que c'est est-ce que c'est la même , c'est la même voiture ? [media]","[NULL,NULL,NULL]",1
49,"est-ce que c'est est-ce que c'est la même , c'est la même voiture ? [media]","[NULL,NULL,NULL]",2
50,non non non non ! [media],"[NULL,NULL,NULL]",1
50,non non non non ! [media],"[NULL,NULL,NULL]",2
51,ça c'est un tracteur et ça c'est . [media],"[NULL,NULL,NULL]",1
51,ça c'est un tracteur et ça c'est . [media],"[NULL,NULL,NULL]",2
52,ça c'est quoi ? [media],"[NULL,NULL,NULL]",1
52,ça c'est quoi ? [media],"[NULL,NULL,NULL]",2
53,ah ! [media],"[NULL,NULL,NULL]",1
53,ah ! [media],"[NULL,NULL,NULL]",2
54,badaboum paf ! [media],"[NULL,NULL,NULL]",1
54,badaboum paf ! [media],"[NULL,NULL,NULL]",2
55,yyy . [media],"[NULL,NULL,NULL]",1
55,yyy . [media],"[NULL,NULL,NULL]",2
56,yyy . [media],"[NULL,NULL,NULL]",1
56,yyy . [media],"[NULL,NULL,NULL]",2
57,yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
57,yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
58,"tiens tu tournes , est-ce qu'il y en a d'autres de jolies voitures ? [media]","[NULL,NULL,NULL]",1
58,"tiens tu tournes , est-ce qu'il y en a d'autres de jolies voitures ? [media]","[NULL,NULL,NULL]",2
59,non non tu touches là ! [media],"[NULL,NULL,NULL]",1
59,non non tu touches là ! [media],"[NULL,NULL,NULL]",2
60,"et ça regarde , t'as vu ? [media]","[NULL,NULL,NULL]",1
60,"et ça regarde , t'as vu ? [media]","[NULL,NULL,NULL]",2
61,"le monsieur il est dans la voiture mais t'as vu il est tout petit , c'est bizarre ! [media]","[NULL,NULL,NULL]",1
61,"le monsieur il est dans la voiture mais t'as vu il est tout petit , c'est bizarre ! [media]","[NULL,NULL,NULL]",2
62,"non , tu trouves pas que c'est bizarre ? [media]","[NULL,NULL,NULL]",1
62,"non , tu trouves pas que c'est bizarre ? [media]","[NULL,NULL,NULL]",2
63,oh celle-ci c'est la mienne elle est jolie ! [media],"[NULL,NULL,NULL]",1
63,oh celle-ci c'est la mienne elle est jolie ! [media],"[NULL,NULL,NULL]",2
64,c'est une Alfa_Romeo ! [media],"[NULL,NULL,NULL]",1
64,c'est une Alfa_Romeo ! [media],"[NULL,NULL,NULL]",2
65,non elle est à moi ! [media],"[NULL,NULL,NULL]",1
65,non elle est à moi ! [media],"[NULL,NULL,NULL]",2
66,et elle aime beaucoup ! [media],"[NULL,NULL,NULL]",1
66,et elle aime beaucoup ! [media],"[NULL,NULL,NULL]",2
67,non t'as dit que c'était l'autre la tienne ! [media],"[NULL,NULL,NULL]",1
67,non t'as dit que c'était l'autre la tienne ! [media],"[NULL,NULL,NULL]",2
68,bah elle est à moi celle-ci ! [media],"[NULL,NULL,NULL]",1
68,bah elle est à moi celle-ci ! [media],"[NULL,NULL,NULL]",2
69,t'es sûr ? [media],"[NULL,NULL,NULL]",1
69,t'es sûr ? [media],"[NULL,NULL,NULL]",2
70,celle-ci elle est à moi et celle et celle-ci elle est à toi ! [media],"[NULL,NULL,NULL]",1
70,celle-ci elle est à moi et celle et celle-ci elle est à toi ! [media],"[NULL,NULL,NULL]",2
71,mais t'en as combien alors de voitures ? [media],"[NULL,NULL,NULL]",1
71,mais t'en as combien alors de voitures ? [media],"[NULL,NULL,NULL]",2
72,en a moi j'en ai une et toi t'en as deux ! [media],"[NULL,NULL,NULL]",1
72,en a moi j'en ai une et toi t'en as deux ! [media],"[NULL,NULL,NULL]",2
73,une comme moi ! [media],"[NULL,NULL,NULL]",1
73,une comme moi ! [media],"[NULL,NULL,NULL]",2
74,"non moi je veux pas celle-ci , tourne la page encore ! [media]","[NULL,NULL,NULL]",1
74,"non moi je veux pas celle-ci , tourne la page encore ! [media]","[NULL,NULL,NULL]",2
75,tu . [media],"[NULL,NULL,NULL]",1
75,tu . [media],"[NULL,NULL,NULL]",2
76,celle-ci tu veux ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
76,celle-ci tu veux ? [media],"[NULL,NULL,NULL]",2
77,"ah ouais celle-ci elle est jolie , t'as vu on peut enlever le toit ! [media]","[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
