ID,utterance,annotation,list-ID
6,coucou Théophile on est le deux novembre deux mille neuf . [media],"[NULL,NULL,NULL]",1
6,coucou Théophile on est le deux novembre deux mille neuf . [media],"[NULL,NULL,NULL]",2
7,tu as trois ans et \<trail off question\> [media],"[NULL,NULL,NULL]",1
7,tu as trois ans et \<trail off question\> [media],"[NULL,NULL,NULL]",2
8,quatre ans ! [media],"[NULL,NULL,NULL]",1
8,quatre ans ! [media],"[NULL,NULL,NULL]",2
9,qua euh quatre ans et trois mois . [media],"[NULL,NULL,NULL]",1
9,qua euh quatre ans et trois mois . [media],"[NULL,NULL,NULL]",2
10,oui je prends des habits de cinq ans . [media],"[NULL,NULL,NULL]",1
10,oui je prends des habits de cinq ans . [media],"[NULL,NULL,NULL]",2
11,[quote] je crois .,"[NULL,NULL,NULL]",1
11,[quote] je crois .,"[NULL,NULL,NULL]",2
12,0. oh t es caché . [media],"[NULL,NULL,NULL]",1
12,0. oh t es caché . [media],"[NULL,NULL,NULL]",2
13,0. . [media],"[NULL,NULL,NULL]",1
13,0. . [media],"[NULL,NULL,NULL]",2
14,et tu es avec Sarah . [media],"[NULL,NULL,NULL]",1
14,et tu es avec Sarah . [media],"[NULL,NULL,NULL]",2
15,oh coucou Sarah \<None\> . [media],"[NULL,NULL,NULL]",1
15,oh coucou Sarah \<None\> . [media],"[NULL,NULL,NULL]",2
16,[quote] 0. .,"[NULL,NULL,NULL]",1
16,[quote] 0. .,"[NULL,NULL,NULL]",2
17,elle est pas belle Sarah ! [media],"[NULL,NULL,NULL]",1
17,elle est pas belle Sarah ! [media],"[NULL,NULL,NULL]",2
18,si elle est très jolie . [media],"[NULL,NULL,NULL]",1
18,si elle est très jolie . [media],"[NULL,NULL,NULL]",2
19,et on est chez Sarah . [media],"[NULL,NULL,NULL]",1
19,et on est chez Sarah . [media],"[NULL,NULL,NULL]",2
20,[quote] et vous êtes en_train de goûter . [media],"[NULL,NULL,NULL]",1
20,[quote] et vous êtes en_train de goûter . [media],"[NULL,NULL,NULL]",2
21,voilà . [media],"[NULL,NULL,NULL]",1
21,voilà . [media],"[NULL,NULL,NULL]",2
