ID,utterance,annotation,list-ID
6,alors on est le quatorze novembre deux mille huit . [media],"[NULL,NULL,NULL]",1
6,alors on est le quatorze novembre deux mille huit . [media],"[NULL,NULL,NULL]",2
7,et Théophile a trois ans et quatre mois . [media],"[NULL,NULL,NULL]",1
7,et Théophile a trois ans et quatre mois . [media],"[NULL,NULL,NULL]",2
8,août août septembre octobre \<None\> . [media],"[NULL,NULL,NULL]",1
8,août août septembre octobre \<None\> . [media],"[NULL,NULL,NULL]",2
9,[quote] c'est pas ça ?,"[NULL,NULL,NULL]",1
9,[quote] c'est pas ça ?,"[NULL,NULL,NULL]",2
10,si c'est ça . [media],"[NULL,NULL,NULL]",1
10,si c'est ça . [media],"[NULL,NULL,NULL]",2
11,[quote] tu peux le mettre là ?,"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
11,[quote] tu peux le mettre là ?,"[NULL,NULL,NULL]",2
12,tu sais . [media],"[NULL,NULL,NULL]",1
12,tu sais . [media],"[NULL,NULL,NULL]",2
13,tu veux qu'on l'accroche ?,"[PAR-Response:Non-answer:interrogative,NULL,NULL]",1
13,tu veux qu'on l'accroche ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
14,oui .,"[CHI-Follow-up:Signal-agreement,NULL,NULL]",1
14,oui .,"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
15,ouh dis_donc c'est vrai qu'il est beau hein ! [media],"[NULL,NULL,NULL]",1
15,ouh dis_donc c'est vrai qu'il est beau hein ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
16,attends on va l'accrocher alors .,"[NULL,NULL,NULL]",1
16,attends on va l'accrocher alors .,"[NULL,NULL,NULL]",2
17,bouh . [media],"[NULL,NULL,NULL]",1
17,bouh . [media],"[NULL,NULL,NULL]",2
18,yyy .,"[NULL,NULL,NULL]",1
18,yyy .,"[NULL,NULL,NULL]",2
19,oh regarde il y a Antoine qui est sur ton lit !,"[NULL,NULL,NULL]",1
19,oh regarde il y a Antoine qui est sur ton lit !,"[NULL,NULL,NULL]",2
20,ouais ! [media],"[NULL,NULL,NULL]",1
20,ouais ! [media],"[NULL,NULL,NULL]",2
21,c'est la première fois que je le vois sur ton lit .,"[NULL,NULL,NULL]",1
21,c'est la première fois que je le vois sur ton lit .,"[NULL,NULL,NULL]",2
22,il a vraiment grandi hein !,"[NULL,NULL,NULL]",1
22,il a vraiment grandi hein !,"[NULL,NULL,NULL]",2
23,ouh t es fatigué Théophile ? [media],"[NULL,NULL,NULL]",1
23,ouh t es fatigué Théophile ? [media],"[NULL,NULL,NULL]",2
24,on va se on va prendre la douchette Théophile ? [media],"[NULL,NULL,NULL]",1
24,on va se on va prendre la douchette Théophile ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
25,hé regarde je le mets là ? [media],"[NULL,NULL,NULL]",1
25,hé regarde je le mets là ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
26,ouais . [media],"[NULL,NULL,NULL]",1
26,ouais . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
27,ouais il est très gentil Théophile parce qu'il prête euh . son lit et ses doudous . [media],"[NULL,NULL,NULL]",1
27,ouais il est très gentil Théophile parce qu'il prête euh . son lit et ses doudous . [media],"[PAR-Follow-up:other,NULL,NULL]",2
28,c'est vraiment sympa hein ! [media],"[NULL,NULL,NULL]",1
28,c'est vraiment sympa hein ! [media],"[NULL,NULL,NULL]",2
29,[quote] et tous ses bébés .,"[NULL,NULL,NULL]",1
29,[quote] et tous ses bébés .,"[NULL,NULL,NULL]",2
30,hein mais Antoine il lui prête aussi tous ses doudous hein ! [media],"[NULL,NULL,NULL]",1
30,hein mais Antoine il lui prête aussi tous ses doudous hein ! [media],"[NULL,NULL,NULL]",2
31,0. . [media],"[NULL,NULL,NULL]",1
31,0. . [media],"[NULL,NULL,NULL]",2
32,Théophile doucement quand_même !,"[NULL,NULL,NULL]",1
32,Théophile doucement quand_même !,"[NULL,NULL,NULL]",2
33,bah Théophile c'est quoi ça ? [media],"[NULL,NULL,NULL]",1
33,bah Théophile c'est quoi ça ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
34,[quote] oh bah alors .,"[NULL,NULL,NULL]",1
34,[quote] oh bah alors .,"[NULL,NULL,NULL]",2
35,oh . est-ce que c'est un ballon Wata ? [media],"[NULL,NULL,NULL]",1
35,oh . est-ce que c'est un ballon Wata ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
36,[quote] 0. .,"[NULL,NULL,NULL]",1
36,[quote] 0. .,"[CHI-Response:No-label,NULL,NULL]",2
37,hein ?,"[NULL,NULL,NULL]",1
37,hein ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2
38,tu l'attrapes ? [media],"[NULL,NULL,NULL]",1
38,tu l'attrapes ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
39,[quote] oui \<None\> !,"[NULL,NULL,NULL]",1
39,[quote] oui \<None\> !,"[NULL,NULL,NULL]",2
40,yyy . [media],"[NULL,NULL,NULL]",1
40,yyy . [media],"[NULL,NULL,NULL]",2
41,wouh !,"[NULL,NULL,NULL]",1
41,wouh !,"[NULL,NULL,NULL]",2
42,0. . [media],"[NULL,NULL,NULL]",1
42,0. . [media],"[NULL,NULL,NULL]",2
43,t enlèves ta tétine .,"[NULL,NULL,NULL]",1
43,t enlèves ta tétine .,"[NULL,NULL,NULL]",2
44,c'est seulement pour faire dodo ça . [media],"[NULL,NULL,NULL]",1
44,c'est seulement pour faire dodo ça . [media],"[NULL,NULL,NULL]",2
45,hop . [media],"[NULL,NULL,NULL]",1
45,hop . [media],"[NULL,NULL,NULL]",2
46,0. . [media],"[NULL,NULL,NULL]",1
46,0. . [media],"[NULL,NULL,NULL]",2
47,c'est Wata ballon Antoine il veut jouer aussi . [media],"[NULL,NULL,NULL]",1
47,c'est Wata ballon Antoine il veut jouer aussi . [media],"[NULL,NULL,NULL]",2
48,t as eu raison de lui lancer . [media],"[NULL,NULL,NULL]",1
48,t as eu raison de lui lancer . [media],"[NULL,NULL,NULL]",2
49,tu lui lances ?,"[NULL,NULL,NULL]",1
49,tu lui lances ?,"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
50,doucement hein . [media],"[NULL,NULL,NULL]",1
50,doucement hein . [media],"[NULL,NULL,NULL]",2
51,à toi Antoine ! [media],"[NULL,NULL,NULL]",1
51,à toi Antoine ! [media],"[NULL,NULL,NULL]",2
52,regarde . ouais bravo ! [media],"[NULL,NULL,NULL]",1
52,regarde . ouais bravo ! [media],"[NULL,NULL,NULL]",2
53,tu le lances ? [media],"[NULL,NULL,NULL]",1
53,tu le lances ? [media],"[NULL,NULL,NULL]",2
54,tu le lances à Théophile ? [media],"[NULL,NULL,NULL]",1
54,tu le lances à Théophile ? [media],"[NULL,NULL,NULL]",2
55,[quote] il peut pas il est trop petit .,"[NULL,NULL,NULL]",1
55,[quote] il peut pas il est trop petit .,"[NULL,NULL,NULL]",2
56,[quote] tu lances à Théophile on va essayer on l'aide un petit peu d'accord ?,"[NULL,NULL,NULL]",1
56,[quote] tu lances à Théophile on va essayer on l'aide un petit peu d'accord ?,"[NULL,NULL,NULL]",2
57,tu le lances ? [media],"[NULL,NULL,NULL]",1
57,tu le lances ? [media],"[NULL,NULL,NULL]",2
58,mais lui il veut jouer . [media],"[NULL,NULL,NULL]",1
58,mais lui il veut jouer . [media],"[NULL,NULL,NULL]",2
59,waih woup bien ! [media],"[NULL,NULL,NULL]",1
59,waih woup bien ! [media],"[NULL,NULL,NULL]",2
60,0. .,"[NULL,NULL,NULL]",1
60,0. .,"[NULL,NULL,NULL]",2
61,ohlàlà . [media],"[NULL,NULL,NULL]",1
61,ohlàlà . [media],"[NULL,NULL,NULL]",2
62,[quote] 0. .,"[NULL,NULL,NULL]",1
62,[quote] 0. .,"[NULL,NULL,NULL]",2
63,wouh . [media],"[NULL,NULL,NULL]",1
63,wouh . [media],"[NULL,NULL,NULL]",2
64,allez je te le lance on lan passe à Antoine . [media],"[NULL,NULL,NULL]",1
64,allez je te le lance on lan passe à Antoine . [media],"[NULL,NULL,NULL]",2
65,à maman je passe à Antoine . [media],"[NULL,NULL,NULL]",1
65,à maman je passe à Antoine . [media],"[NULL,NULL,NULL]",2
66,wouh \<None\> à toi . [media],"[NULL,NULL,NULL]",1
66,wouh \<None\> à toi . [media],"[NULL,NULL,NULL]",2
67,[quote] et après à moi .,"[NULL,NULL,NULL]",1
67,[quote] et après à moi .,"[NULL,NULL,NULL]",2
68,[quote] 0. .,"[NULL,NULL,NULL]",1
68,[quote] 0. .,"[NULL,NULL,NULL]",2
69,et après tu le lances à Théophile d'accord ? [media],"[NULL,NULL,NULL]",1
69,et après tu le lances à Théophile d'accord ? [media],"[NULL,NULL,NULL]",2
70,comme ça .,"[NULL,NULL,NULL]",1
70,comme ça .,"[NULL,NULL,NULL]",2
71,oui tu le croques un peu . [media],"[NULL,NULL,NULL]",1
71,oui tu le croques un peu . [media],"[NULL,NULL,NULL]",2
72,et après ... [media],"[NULL,NULL,NULL]",1
72,et après ... [media],"[NULL,NULL,NULL]",2
73,[quote] 0. .,"[NULL,NULL,NULL]",1
73,[quote] 0. .,"[NULL,NULL,NULL]",2
74,wou . attention . [media],"[NULL,NULL,NULL]",1
74,wou . attention . [media],"[NULL,NULL,NULL]",2
75,à à Théophile tiens . [media],"[NULL,NULL,NULL]",1
