ID,utterance,annotation,list-ID
7,yyy ! [media],"[NULL,NULL,NULL]",1
7,yyy ! [media],"[NULL,NULL,NULL]",2
8,xxx \<None\> .,"[NULL,NULL,NULL]",1
8,xxx \<None\> .,"[NULL,NULL,NULL]",2
9,je veux qu'on joue en_haut . [media],"[NULL,NULL,NULL]",1
9,je veux qu'on joue en_haut . [media],"[NULL,NULL,NULL]",2
10,je veux en_haut ! [media],"[NULL,NULL,NULL]",1
10,je veux en_haut ! [media],"[NULL,NULL,NULL]",2
11,tu veux tu veux a tu veux aller en_haut Madeleine tu veux aller en_haut \<None\> ? [media],"[NULL,NULL,NULL]",1
11,tu veux tu veux a tu veux aller en_haut Madeleine tu veux aller en_haut \<None\> ? [media],"[NULL,NULL,NULL]",2
12,oui !,"[NULL,NULL,NULL]",1
12,oui !,"[NULL,NULL,NULL]",2
13,xxx . [media],"[NULL,NULL,NULL]",1
13,xxx . [media],"[NULL,NULL,NULL]",2
14,et bien . allez \<None\> ! [media],"[NULL,NULL,NULL]",1
14,et bien . allez \<None\> ! [media],"[NULL,NULL,NULL]",2
15,maman \<None\> ?,"[NULL,NULL,NULL]",1
15,maman \<None\> ?,"[NULL,NULL,NULL]",2
16,je peux t'emprunter ton ordinateur on a un énorme boulot ! [media],"[NULL,NULL,NULL]",1
16,je peux t'emprunter ton ordinateur on a un énorme boulot ! [media],"[NULL,NULL,NULL]",2
17,[quote] 0. .,"[NULL,NULL,NULL]",1
17,[quote] 0. .,"[NULL,NULL,NULL]",2
18,il faut r une frise chronologique sur un livret . [media],"[NULL,NULL,NULL]",1
18,il faut r une frise chronologique sur un livret . [media],"[NULL,NULL,NULL]",2
19,où il faut mettre un auteur et tout bref \<None\> . [media],"[NULL,NULL,NULL]",1
19,où il faut mettre un auteur et tout bref \<None\> . [media],"[NULL,NULL,NULL]",2
20,[quote] oui oui non mais prends .,"[NULL,NULL,NULL]",1
20,[quote] oui oui non mais prends .,"[NULL,NULL,NULL]",2
21,prends prends prends prends . [media],"[NULL,NULL,NULL]",1
21,prends prends prends prends . [media],"[NULL,NULL,NULL]",2
22,[quote] j'ai un énorme truc à faire et il faut que je j'illustre tout .,"[NULL,NULL,NULL]",1
22,[quote] j'ai un énorme truc à faire et il faut que je j'illustre tout .,"[NULL,NULL,NULL]",2
23,prends mais tu le branches parce qu'il n' a plus aucune batterie \<None\> . [media],"[NULL,NULL,NULL]",1
23,prends mais tu le branches parce qu'il n' a plus aucune batterie \<None\> . [media],"[NULL,NULL,NULL]",2
24,ouais \<None\> ouais t'inquiète pas !,"[NULL,NULL,NULL]",1
24,ouais \<None\> ouais t'inquiète pas !,"[NULL,NULL,NULL]",2
25,et toi Madeleine t as des devoirs ? [media],"[NULL,NULL,NULL]",1
25,et toi Madeleine t as des devoirs ? [media],"[NULL,NULL,NULL]",2
26,ah non suis pas assez grande ! [media],"[NULL,NULL,NULL]",1
26,ah non suis pas assez grande ! [media],"[NULL,NULL,NULL]",2
27,j'ai fait tous mes devoirs jusqu'à jeudi . [media],"[NULL,NULL,NULL]",1
27,j'ai fait tous mes devoirs jusqu'à jeudi . [media],"[NULL,NULL,NULL]",2
28,et t as rapporté des choses de l'école aujourd'hui Madeleine ou pas \<None\> ? [media],"[NULL,NULL,NULL]",1
28,et t as rapporté des choses de l'école aujourd'hui Madeleine ou pas \<None\> ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
29,oui !,"[NULL,NULL,NULL]",1
29,oui !,"[NULL,NULL,NULL]",2
30,maman \<None\> moi aussi il faut que je fasse mes devoirs . [media],"[NULL,NULL,NULL]",1
30,maman \<None\> moi aussi il faut que je fasse mes devoirs . [media],"[NULL,NULL,NULL]",2
31,oui \<None\> ?,"[NULL,NULL,NULL]",1
31,oui \<None\> ?,"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
32,qu'est-ce que t as rapporté \<None\> ? [media],"[NULL,NULL,NULL]",1
32,qu'est-ce que t as rapporté \<None\> ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
33,ouais \<None\> .,"[NULL,NULL,NULL]",1
33,ouais \<None\> .,"[NULL,NULL,NULL]",2
34,t as classe demain ? [media],"[NULL,NULL,NULL]",1
34,t as classe demain ? [media],"[NULL,NULL,NULL]",2
35,non j'ai pas classe \<None\> mais il faut quand_même que je fasse mes devoirs sans ça je serai le dernier \<None\> . [media],"[NULL,NULL,NULL]",1
35,non j'ai pas classe \<None\> mais il faut quand_même que je fasse mes devoirs sans ça je serai le dernier \<None\> . [media],"[NULL,NULL,NULL]",2
36,ah \<None\> .,"[NULL,NULL,NULL]",1
36,ah \<None\> .,"[NULL,NULL,NULL]",2
37,[quote] mais yyy mercredi on on a pas école .,"[NULL,NULL,NULL]",1
37,[quote] mais yyy mercredi on on a pas école .,"[NULL,NULL,NULL]",2
38,ben oui comme ça c'est bien . [media],"[NULL,NULL,NULL]",1
38,ben oui comme ça c'est bien . [media],"[NULL,NULL,NULL]",2
39,ah ben oui on reste dans la \<None\> \<None\> \<None\> \<None\> maman . [media],"[NULL,NULL,NULL]",1
39,ah ben oui on reste dans la \<None\> \<None\> \<None\> \<None\> maman . [media],"[NULL,NULL,NULL]",2
40,xxx \<None\> .,"[NULL,NULL,NULL]",1
40,xxx \<None\> .,"[NULL,NULL,NULL]",2
41,on peut rester dans \<None\> la maison .,"[NULL,NULL,NULL]",1
41,on peut rester dans \<None\> la maison .,"[NULL,NULL,NULL]",2
42,on peut partir dans dans le parc . [media],"[NULL,NULL,NULL]",1
42,on peut partir dans dans le parc . [media],"[NULL,NULL,NULL]",2
43,dans ... [media],"[NULL,NULL,NULL]",1
43,dans ... [media],"[NULL,NULL,NULL]",2
44,ah ben oui ! [media],"[NULL,NULL,NULL]",1
44,ah ben oui ! [media],"[NULL,NULL,NULL]",2
45,mercredi tu n' as pas école . [media],"[NULL,NULL,NULL]",1
45,mercredi tu n' as pas école . [media],"[NULL,NULL,NULL]",2
46,oui \<None\> ça c'est vrai ! [media],"[NULL,NULL,NULL]",1
46,oui \<None\> ça c'est vrai ! [media],"[NULL,NULL,NULL]",2
47,oui monsieur Côme \<None\> ? [media],"[NULL,NULL,NULL]",1
47,oui monsieur Côme \<None\> ? [media],"[NULL,NULL,NULL]",2
48,elle elle a école \<None\> .,"[NULL,NULL,NULL]",1
48,elle elle a école \<None\> .,"[NULL,NULL,NULL]",2
49,moi \<None\> ... [media],"[NULL,NULL,NULL]",1
49,moi \<None\> ... [media],"[NULL,NULL,NULL]",2
50,ça va \<None\> ?,"[NULL,NULL,NULL]",1
50,ça va \<None\> ?,"[NULL,NULL,NULL]",2
51,mercredi dernier j'ai eu école . [media],"[NULL,NULL,NULL]",1
51,mercredi dernier j'ai eu école . [media],"[NULL,NULL,NULL]",2
52,euh \<None\> . [media],"[NULL,NULL,NULL]",1
52,euh \<None\> . [media],"[NULL,NULL,NULL]",2
53,xxx \<None\> .,"[NULL,NULL,NULL]",1
53,xxx \<None\> .,"[NULL,NULL,NULL]",2
54,0. . [media],"[NULL,NULL,NULL]",1
54,0. . [media],"[NULL,NULL,NULL]",2
55,[quote] et . Madeleine aussi tu te rappelles ?,"[NULL,NULL,NULL]",1
55,[quote] et . Madeleine aussi tu te rappelles ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
56,[quote] que t es allée à l'école mercredi ? [media],"[NULL,NULL,NULL]",1
56,[quote] que t es allée à l'école mercredi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
