ID,utterance,annotation,list-ID
6,yyy \<None\> \<None\> me filmer avec des livres . [media],"[NULL,NULL,NULL]",1
6,yyy \<None\> \<None\> me filmer avec des livres . [media],"[NULL,NULL,NULL]",2
7,ouais si tu veux . [media],"[NULL,NULL,NULL]",1
7,ouais si tu veux . [media],"[NULL,NULL,NULL]",2
8,alors aujourd'hui on est le on est le combien ? [media],"[NULL,NULL,NULL]",1
8,alors aujourd'hui on est le on est le combien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
9,on est le six août deux mille dix ... [media],"[NULL,NULL,NULL]",1
9,on est le six août deux mille dix ... [media],"[PAR-Follow-up:Give-response,NULL,NULL]",2
10,[quote] et tu as quatre ans et quinze jours . [media],"[NULL,NULL,NULL]",1
10,[quote] et tu as quatre ans et quinze jours . [media],"[PAR-Follow-up:Add-info,NULL,NULL]",2
11,tu as eu quatre ans hein ? [media],"[NULL,NULL,NULL]",1
11,tu as eu quatre ans hein ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
12,yyy . [media],"[NULL,NULL,NULL]",1
12,yyy . [media],"[CHI-Response:No-label,NULL,NULL]",2
13,ouais ?,"[NULL,NULL,NULL]",1
13,ouais ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2
14,[quote] maman ?,"[NULL,NULL,NULL]",1
14,[quote] maman ?,"[NULL,NULL,NULL]",2
15,oui ? [media],"[NULL,NULL,NULL]",1
15,oui ? [media],"[NULL,NULL,NULL]",2
16,là-bas . comme si vous emm ordinateur on pourra regarder un film ! [media],"[NULL,NULL,NULL]",1
16,là-bas . comme si vous emm ordinateur on pourra regarder un film ! [media],"[NULL,NULL,NULL]",2
17,oui ! [media],"[NULL,NULL,NULL]",1
17,oui ! [media],"[NULL,NULL,NULL]",2
18,donc on peut emmener des films ! [media],"[NULL,NULL,NULL]",1
18,donc on peut emmener des films ! [media],"[NULL,NULL,NULL]",2
19,oui ! [media],"[NULL,NULL,NULL]",1
19,oui ! [media],"[NULL,NULL,NULL]",2
20,alors Anaé qu'est-ce que tu me racontes ? [media],"[NULL,NULL,NULL]",1
20,alors Anaé qu'est-ce que tu me racontes ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
21,euh je je te raconte euh ... [media],"[NULL,NULL,NULL]",1
21,euh je je te raconte euh ... [media],"[CHI-Response:Non-answer:declarative,NULL,NULL]",2
22,est-ce que tu veux me raconter ton anniversaire ? [media],"[NULL,NULL,NULL]",1
22,est-ce que tu veux me raconter ton anniversaire ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
23,non . [media],"[NULL,NULL,NULL]",1
23,non . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
24,non ? [media],"[NULL,NULL,NULL]",1
24,non ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2
25,t étais à mon anniversaire alors tu m'as vue . [media],"[NULL,NULL,NULL]",1
25,t étais à mon anniversaire alors tu m'as vue . [media],"[NULL,NULL,NULL]",2
26,0. . [media],"[NULL,NULL,NULL]",1
26,0. . [media],"[NULL,NULL,NULL]",2
27,tu as eu tu as eu quel âge ? [media],"[NULL,NULL,NULL]",1
27,tu as eu tu as eu quel âge ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
28,[quote] alors les dinosaures .,"[NULL,NULL,NULL]",1
28,[quote] alors les dinosaures .,"[NULL,NULL,NULL]",2
29,quatre ans ! [media],"[NULL,NULL,NULL]",1
29,quatre ans ! [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
30,oh tu es grande ! [media],"[NULL,NULL,NULL]",1
30,oh tu es grande ! [media],"[PAR-Follow-up:Add-info,NULL,NULL]",2
31,[quote] 0. .,"[NULL,NULL,NULL]",1
31,[quote] 0. .,"[NULL,NULL,NULL]",2
32,je je vais te lire les dinosaures . [media],"[NULL,NULL,NULL]",1
32,je je vais te lire les dinosaures . [media],"[NULL,NULL,NULL]",2
33,d'accord . [media],"[NULL,NULL,NULL]",1
33,d'accord . [media],"[NULL,NULL,NULL]",2
34,les dinosaures sont très longs . [media],"[NULL,NULL,NULL]",1
34,les dinosaures sont très longs . [media],"[NULL,NULL,NULL]",2
35,une patte de dinosaure se fait avec des traces de dinosaures . [media],"[NULL,NULL,NULL]",1
35,une patte de dinosaure se fait avec des traces de dinosaures . [media],"[NULL,NULL,NULL]",2
36,0. . [media],"[NULL,NULL,NULL]",1
36,0. . [media],"[NULL,NULL,NULL]",2
37,et les dinosaures qui ont disparu a perdu une dent \<None\> \<None\> et ce oeuf \<None\> \<None\> avec ce le \<self interruption\> [media],"[NULL,NULL,NULL]",1
37,et les dinosaures qui ont disparu a perdu une dent \<None\> \<None\> et ce oeuf \<None\> \<None\> avec ce le \<self interruption\> [media],"[NULL,NULL,NULL]",2
38,ça c'est un oeuf de de de de dinosaure . [media],"[NULL,NULL,NULL]",1
38,ça c'est un oeuf de de de de dinosaure . [media],"[NULL,NULL,NULL]",2
39,et ça c'est des yyy dinosaures zzz . [media],"[NULL,NULL,NULL]",1
39,et ça c'est des yyy dinosaures zzz . [media],"[NULL,NULL,NULL]",2
40,des dinosaures quoi ? [media],"[NULL,NULL,NULL]",1
40,des dinosaures quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
41,des dinosaures euh fabule . [media],"[NULL,NULL,NULL]",1
41,des dinosaures euh fabule . [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:non-verbal,NULL]",2
42,fabule ? [media],"[NULL,NULL,NULL]",1
42,fabule ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
43,oui et ça c'est des dinosaures très dang ! [media],"[NULL,NULL,NULL]",1
43,oui et ça c'est des dinosaures très dang ! [media],"[CHI-Response:Answer:no-explanation-needed,CHI-Response:Answer:non-verbal,NULL]",2
44,alors faisez attention les amis ! [media],"[NULL,NULL,NULL]",1
44,alors faisez attention les amis ! [media],"[NULL,NULL,NULL]",2
45,0. . [media],"[NULL,NULL,NULL]",1
45,0. . [media],"[NULL,NULL,NULL]",2
46,[quote] 0. .,"[NULL,NULL,NULL]",1
46,[quote] 0. .,"[PAR-Follow-up:other,NULL,NULL]",2
47,ça c'est un dinosaurex . [media],"[NULL,NULL,NULL]",1
47,ça c'est un dinosaurex . [media],"[NULL,NULL,NULL]",2
48,oui . très bien ! [media],"[NULL,NULL,NULL]",1
48,oui . très bien ! [media],"[NULL,NULL,NULL]",2
49,[quote] ça ça .,"[NULL,NULL,NULL]",1
49,[quote] ça ça .,"[NULL,NULL,NULL]",2
50,0. . [media],"[NULL,NULL,NULL]",1
50,0. . [media],"[NULL,NULL,NULL]",2
51,ses pattes sont brillantes et e piquent ses pattes ! [media],"[NULL,NULL,NULL]",1
51,ses pattes sont brillantes et e piquent ses pattes ! [media],"[NULL,NULL,NULL]",2
52,attention les amis ! [media],"[NULL,NULL,NULL]",1
52,attention les amis ! [media],"[NULL,NULL,NULL]",2
53,c'est un animaux féroce ! [media],"[NULL,NULL,NULL]",1
53,c'est un animaux féroce ! [media],"[NULL,NULL,NULL]",2
54,0. www \<None\> . [media],"[NULL,NULL,NULL]",1
54,0. www \<None\> . [media],"[NULL,NULL,NULL]",2
55,ça c'est un animaux féroce . [media],"[NULL,NULL,NULL]",1
55,ça c'est un animaux féroce . [media],"[NULL,NULL,NULL]",2
56,0. . [media],"[NULL,NULL,NULL]",1
56,0. . [media],"[NULL,NULL,NULL]",2
57,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
57,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
58,[quote] xxx .,"[NULL,NULL,NULL]",1
58,[quote] xxx .,"[NULL,NULL,NULL]",2
59,maman ça c'est \<None\> \<None\> un animaux féroce . [media],"[NULL,NULL,NULL]",1
59,maman ça c'est \<None\> \<None\> un animaux féroce . [media],"[NULL,NULL,NULL]",2
60,[quote] oui !,"[NULL,NULL,NULL]",1
60,[quote] oui !,"[NULL,NULL,NULL]",2
61,tout_à_fait ! [media],"[NULL,NULL,NULL]",1
61,tout_à_fait ! [media],"[NULL,NULL,NULL]",2
62,sur \<None\> le le meuble du couloir en_bas si_il_te_plaît \<None\> . [media],"[NULL,NULL,NULL]",1
62,sur \<None\> le le meuble du couloir en_bas si_il_te_plaît \<None\> . [media],"[NULL,NULL,NULL]",2
63,d'accord \<None\> !,"[NULL,NULL,NULL]",1
63,d'accord \<None\> !,"[NULL,NULL,NULL]",2
64,[quote] yyy .,"[NULL,NULL,NULL]",1
64,[quote] yyy .,"[NULL,NULL,NULL]",2
65,dinosaurex ... [media],"[NULL,NULL,NULL]",1
65,dinosaurex ... [media],"[NULL,NULL,NULL]",2
66,[quote] qui est là et qui fait vraiment peur . [media],"[NULL,NULL,NULL]",1
66,[quote] qui est là et qui fait vraiment peur . [media],"[NULL,NULL,NULL]",2
67,attention les amis c'est un \<self interruption\> [media],"[NULL,NULL,NULL]",1
67,attention les amis c'est un \<self interruption\> [media],"[NULL,NULL,NULL]",2
68,c'est c'est le plus fort du monde attention . [media],"[NULL,NULL,NULL]",1
68,c'est c'est le plus fort du monde attention . [media],"[NULL,NULL,NULL]",2
69,0. www \<None\> . [media],"[NULL,NULL,NULL]",1
69,0. www \<None\> . [media],"[NULL,NULL,NULL]",2
70,[quote] 0. .,"[NULL,NULL,NULL]",1
70,[quote] 0. .,"[NULL,NULL,NULL]",2
71,hé sauf que un dinosaure mange le sang de son bébé pour pour le retrouver . [media],"[NULL,NULL,NULL]",1
71,hé sauf que un dinosaure mange le sang de son bébé pour pour le retrouver . [media],"[NULL,NULL,NULL]",2
72,ah bon ? [media],"[NULL,NULL,NULL]",1
72,ah bon ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
73,ouais \<None\> ! [media],"[NULL,NULL,NULL]",1
73,ouais \<None\> ! [media],"[NULL,NULL,NULL]",2
74,c'est bizarre non ? [media],"[NULL,NULL,NULL]",1
74,c'est bizarre non ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
75,hé un dinosaure Rex ... [media],"[NULL,NULL,NULL]",1
75,hé un dinosaure Rex ... [media],"[CHI-Response:Non-answer:declarative,PAR-Follow-up:No-followup,NULL]",2
76,un non \<None\> \<None\> . un dinosaure yyy ... [media],"[NULL,NULL,NULL]",1
76,un non \<None\> \<None\> . un dinosaure yyy ... [media],"[NULL,NULL,NULL]",2
77,[quote] et la tête du dinosaure se fera en ve . [media],"[NULL,NULL,NULL]",1
77,[quote] et la tête du dinosaure se fera en ve . [media],"[NULL,NULL,NULL]",2
78,et qu'un grand grand grand dinosaure xxx . [media],"[NULL,NULL,NULL]",1
78,et qu'un grand grand grand dinosaure xxx . [media],"[NULL,NULL,NULL]",2
79,attends tu sais hé des dinosaures qui font la bagarre . [media],"[NULL,NULL,NULL]",1
79,attends tu sais hé des dinosaures qui font la bagarre . [media],"[NULL,NULL,NULL]",2
80,[quote] xxx . merci \<None\> .,"[NULL,NULL,NULL]",1
80,[quote] xxx . merci \<None\> .,"[NULL,NULL,NULL]",2
81,ah oui dis_don ! [media],"[NULL,NULL,NULL]",1
81,ah oui dis_don ! [media],"[NULL,NULL,NULL]",2
82,tu mets dans le bureau si_il_te_plaît . [media],"[NULL,NULL,NULL]",1
82,tu mets dans le bureau si_il_te_plaît . [media],"[NULL,NULL,NULL]",2
83,\<None\> \<None\> \<None\> . et un dinosaure qui est très long . [media],"[NULL,NULL,NULL]",1
83,\<None\> \<None\> \<None\> . et un dinosaure qui est très long . [media],"[NULL,NULL,NULL]",2
84,ça s'appelle un zzz . [media],"[NULL,NULL,NULL]",1
84,ça s'appelle un zzz . [media],"[NULL,NULL,NULL]",2
85,un quoi ? [media],"[NULL,NULL,NULL]",1
85,un quoi ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
86,un zzz . [media],"[NULL,NULL,NULL]",1
86,un zzz . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
87,ah bon ? [media],"[NULL,NULL,NULL]",1
87,ah bon ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Non-Information-seeking,NULL]",2
88,et un zzz . [media],"[NULL,NULL,NULL]",1
88,et un zzz . [media],"[NULL,NULL,NULL]",2
89,0. . [media],"[NULL,NULL,NULL]",1
89,0. . [media],"[NULL,NULL,NULL]",2
90,[quote] ah oui !,"[NULL,NULL,NULL]",1
90,[quote] ah oui !,"[NULL,NULL,NULL]",2
91,yyy une tête très très grande ... [media],"[NULL,NULL,NULL]",1
91,yyy une tête très très grande ... [media],"[NULL,NULL,NULL]",2
92,yyy un petit dinosaure regarde maman . [media],"[NULL,NULL,NULL]",1
92,yyy un petit dinosaure regarde maman . [media],"[NULL,NULL,NULL]",2
93,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
93,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
94,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
94,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
95,ah oui ! [media],"[NULL,NULL,NULL]",1
95,ah oui ! [media],"[NULL,NULL,NULL]",2
96,\<None\> \<None\> le petit dinosaure il a une toute petite bouche hein ? [media],"[CHI-Initiation:Non-information-seeking,NULL,NULL]",1
96,\<None\> \<None\> le petit dinosaure il a une toute petite bouche hein ? [media],"[NULL,NULL,NULL]",2
97,hum !,"[NULL,NULL,NULL]",1
97,hum !,"[NULL,NULL,NULL]",2
98,hé dis moi qu'est-ce que je vois à-côté de toi là qu'est-ce que c'est ces playmobil ? [media],"[NULL,NULL,NULL]",1
98,hé dis moi qu'est-ce que je vois à-côté de toi là qu'est-ce que c'est ces playmobil ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
99,\<None\> \<None\> \<None\> \<None\> . [media],"[CHI-Follow-up:Own-explanation,NULL,NULL]",1
