ID,utterance,annotation,list-ID
6,mademoiselle Madeleine a cinq ans . [media],"[NULL,NULL,NULL]",1
6,mademoiselle Madeleine a cinq ans . [media],"[NULL,NULL,NULL]",2
7,et monsieur Côme ... [media],"[NULL,NULL,NULL]",1
7,et monsieur Côme ... [media],"[NULL,NULL,NULL]",2
8,[quote] oh non mais j'y arrive pas .,"[NULL,NULL,NULL]",1
8,[quote] oh non mais j'y arrive pas .,"[NULL,NULL,NULL]",2
9,hé qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]",1
9,hé qu'est-ce que c'est ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
10,qu'est-ce que t essayes de faire ? [media],"[NULL,NULL,NULL]",1
10,qu'est-ce que t essayes de faire ? [media],"[NULL,NULL,NULL]",2
11,j'essaie de faire un dessin et puis j'y arrive pas . [media],"[NULL,NULL,NULL]",1
11,j'essaie de faire un dessin et puis j'y arrive pas . [media],"[NULL,NULL,NULL]",2
12,ah oui ça s'efface au fur et à mesure c'est ça ? [media],"[NULL,NULL,NULL]",1
12,ah oui ça s'efface au fur et à mesure c'est ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
13,oui . [media],"[NULL,NULL,NULL]",1
13,oui . [media],"[NULL,NULL,NULL]",2
14,peut-être qu'il faut le faire plus doucement . [media],"[NULL,NULL,NULL]",1
14,peut-être qu'il faut le faire plus doucement . [media],"[CHI-Response:Answer:with-explanation-high-quality,NULL,NULL]",2
15,ah peut-être . [media],"[NULL,NULL,NULL]",1
15,ah peut-être . [media],"[PAR-Follow-up:other,NULL,NULL]",2
16,ça efface bien ? [media],"[NULL,NULL,NULL]",1
16,ça efface bien ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
17,ouais . [media],"[NULL,NULL,NULL]",1
17,ouais . [media],"[NULL,NULL,NULL]",2
18,regarde . [media],"[NULL,NULL,NULL]",1
18,regarde . [media],"[NULL,NULL,NULL]",2
19,hé Côme qu'est-ce qu'elle fait Martine ? [media],"[NULL,NULL,NULL]",1
19,hé Côme qu'est-ce qu'elle fait Martine ? [media],"[NULL,NULL,NULL]",2
20,elle te filme . [media],"[NULL,NULL,NULL]",1
20,elle te filme . [media],"[NULL,NULL,NULL]",2
21,0. . [media],"[NULL,NULL,NULL]",1
21,0. . [media],"[NULL,NULL,NULL]",2
22,[quote] 0. .,"[NULL,NULL,NULL]",1
22,[quote] 0. .,"[NULL,NULL,NULL]",2
23,[quote] 0. .,"[NULL,NULL,NULL]",1
23,[quote] 0. .,"[NULL,NULL,NULL]",2
24,[quote] je vous filme tous les trois c'est superbe .,"[NULL,NULL,NULL]",1
24,[quote] je vous filme tous les trois c'est superbe .,"[NULL,NULL,NULL]",2
25,lui il veut bien être sur l'image hein . [media],"[NULL,NULL,NULL]",1
25,lui il veut bien être sur l'image hein . [media],"[NULL,NULL,NULL]",2
26,oui il y est . [media],"[NULL,NULL,NULL]",1
26,oui il y est . [media],"[NULL,NULL,NULL]",2
27,et où sont tes belles lunettes Côme ? [media],"[NULL,NULL,NULL]",1
27,et où sont tes belles lunettes Côme ? [media],"[NULL,NULL,NULL]",2
28,dans mon sac je crois . [media],"[NULL,NULL,NULL]",1
28,dans mon sac je crois . [media],"[NULL,NULL,NULL]",2
29,hum hum . [media],"[NULL,NULL,NULL]",1
29,hum hum . [media],"[NULL,NULL,NULL]",2
