ID,utterance,annotation,list-ID
6,alors explique moi à quoi sert ce sac ? [media],"[NULL,NULL,NULL]",1
6,alors explique moi à quoi sert ce sac ? [media],"[NULL,NULL,NULL]",2
7,s \<None\> ... [media],"[NULL,NULL,NULL]",1
7,s \<None\> ... [media],"[NULL,NULL,NULL]",2
8,\<None\> \<None\> \<None\> mais en_haut \<None\> \<None\> \<None\> je voudras qu'on tu me filmes parce que moi je j'ai hm j'ai ma dînette en_haut et que je vais te faire à manger avec ma dînette .,"[NULL,NULL,NULL]",1
8,\<None\> \<None\> \<None\> mais en_haut \<None\> \<None\> \<None\> je voudras qu'on tu me filmes parce que moi je j'ai hm j'ai ma dînette en_haut et que je vais te faire à manger avec ma dînette .,"[NULL,NULL,NULL]",2
9,[quote] \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
9,[quote] \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
10,d'accord mais \<None\> ça donc ça c'est les carottes que t as ramassées dans le jardin ?,"[NULL,NULL,NULL]",1
10,d'accord mais \<None\> ça donc ça c'est les carottes que t as ramassées dans le jardin ?,"[NULL,NULL,NULL]",2
11,oui . [media],"[NULL,NULL,NULL]",1
11,oui . [media],"[NULL,NULL,NULL]",2
12,ça c'est les carottes . [media],"[NULL,NULL,NULL]",1
12,ça c'est les carottes . [media],"[NULL,NULL,NULL]",2
13,oh \<None\> il y a une tomate aussi !,"[NULL,NULL,NULL]",1
13,oh \<None\> il y a une tomate aussi !,"[NULL,NULL,NULL]",2
14,oui . [media],"[NULL,NULL,NULL]",1
14,oui . [media],"[NULL,NULL,NULL]",2
15,et aussi euh hum hum un citron ! [media],"[NULL,NULL,NULL]",1
15,et aussi euh hum hum un citron ! [media],"[NULL,NULL,NULL]",2
16,un citron des tomates des carottes tu vas nous faire une belle salade ? [media],"[NULL,NULL,NULL]",1
16,un citron des tomates des carottes tu vas nous faire une belle salade ? [media],"[NULL,NULL,NULL]",2
17,non c'est c'est c'est à ma maman là . [media],"[NULL,NULL,NULL]",1
17,non c'est c'est c'est à ma maman là . [media],"[NULL,NULL,NULL]",2
18,ouh puis t as un joli petit fromage aussi ! [media],"[NULL,NULL,NULL]",1
18,ouh puis t as un joli petit fromage aussi ! [media],"[NULL,NULL,NULL]",2
19,oui . [media],"[NULL,NULL,NULL]",1
19,oui . [media],"[NULL,NULL,NULL]",2
20,mais ça c'est maman \<None\> \<None\> et le café qui est en haut et bas c'est pour toi . [media],"[NULL,NULL,NULL]",1
20,mais ça c'est maman \<None\> \<None\> et le café qui est en haut et bas c'est pour toi . [media],"[NULL,NULL,NULL]",2
21,ah ! [media],"[NULL,NULL,NULL]",1
21,ah ! [media],"[NULL,NULL,NULL]",2
22,ça c'est gentil ! [media],"[NULL,NULL,NULL]",1
22,ça c'est gentil ! [media],"[NULL,NULL,NULL]",2
23,mais moi j'ai plein de carottes hein ! [media],"[NULL,NULL,NULL]",1
23,mais moi j'ai plein de carottes hein ! [media],"[NULL,NULL,NULL]",2
24,ouh ! [media],"[NULL,NULL,NULL]",1
24,ouh ! [media],"[NULL,NULL,NULL]",2
25,ah ! [media],"[NULL,NULL,NULL]",1
25,ah ! [media],"[NULL,NULL,NULL]",2
