ID,utterance,annotation,list-ID
6,tu proposes à Martine un café ? [media],"[NULL,NULL,NULL]",1
6,tu proposes à Martine un café ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
7,tu veux un café ? [media],"[NULL,NULL,NULL]",1
7,tu veux un café ? [media],"[NULL,NULL,NULL]",2
8,oh oui volontiers ! [media],"[NULL,NULL,NULL]",1
8,oh oui volontiers ! [media],"[NULL,NULL,NULL]",2
9,merci \<None\> . [media],"[NULL,NULL,NULL]",1
9,merci \<None\> . [media],"[NULL,NULL,NULL]",2
10,xxx café \<None\> .,"[NULL,NULL,NULL]",1
10,xxx café \<None\> .,"[NULL,NULL,NULL]",2
11,on va faire tous les deux . [media],"[NULL,NULL,NULL]",1
11,on va faire tous les deux . [media],"[NULL,NULL,NULL]",2
12,tu veux un café ? [media],"[NULL,NULL,NULL]",1
12,tu veux un café ? [media],"[NULL,NULL,NULL]",2
13,oh oui si_il_te_plaît . [media],"[NULL,NULL,NULL]",1
13,oh oui si_il_te_plaît . [media],"[NULL,NULL,NULL]",2
14,qu'est-ce que tu portes à la main ? [media],"[NULL,NULL,NULL]",1
14,qu'est-ce que tu portes à la main ? [media],"[NULL,NULL,NULL]",2
15,hm xxx hm des fleurs . [media],"[NULL,NULL,NULL]",1
15,hm xxx hm des fleurs . [media],"[NULL,NULL,NULL]",2
16,des fleurs ? [media],"[NULL,NULL,NULL]",1
16,des fleurs ? [media],"[NULL,NULL,NULL]",2
17,də fleurs ça ! [media],"[NULL,NULL,NULL]",1
17,də fleurs ça ! [media],"[NULL,NULL,NULL]",2
18,oui . [media],"[NULL,NULL,NULL]",1
18,oui . [media],"[NULL,NULL,NULL]",2
19,elles tournent avec le vent . [media],"[NULL,NULL,NULL]",1
19,elles tournent avec le vent . [media],"[NULL,NULL,NULL]",2
20,0. . [media],"[NULL,NULL,NULL]",1
20,0. . [media],"[NULL,NULL,NULL]",2
21,souffle ! [media],"[NULL,NULL,NULL]",1
21,souffle ! [media],"[NULL,NULL,NULL]",2
22,elles sont un peu vieilles hein . [media],"[NULL,NULL,NULL]",1
22,elles sont un peu vieilles hein . [media],"[NULL,NULL,NULL]",2
23,elles tournent plus . [media],"[NULL,NULL,NULL]",1
23,elles tournent plus . [media],"[NULL,NULL,NULL]",2
24,0. un comme ça . [media],"[NULL,NULL,NULL]",1
24,0. un comme ça . [media],"[NULL,NULL,NULL]",2
25,[quote] ça date de Marie donc euh \<None\> elles sont plus très jeunes !,"[NULL,NULL,NULL]",1
25,[quote] ça date de Marie donc euh \<None\> elles sont plus très jeunes !,"[NULL,NULL,NULL]",2
26,tu es en_train de dire que Marie est vieille ? [media],"[NULL,NULL,NULL]",1
26,tu es en_train de dire que Marie est vieille ? [media],"[NULL,NULL,NULL]",2
27,non . [media],"[NULL,NULL,NULL]",1
27,non . [media],"[NULL,NULL,NULL]",2
28,han \<None\> !,"[NULL,NULL,NULL]",1
28,han \<None\> !,"[NULL,NULL,NULL]",2
29,\<None\> \<None\> \<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",1
29,\<None\> \<None\> \<None\> \<None\> \<None\> ? [media],"[NULL,NULL,NULL]",2
30,si tu l'avais vue hier \<None\> ...,"[NULL,NULL,NULL]",1
30,si tu l'avais vue hier \<None\> ...,"[NULL,NULL,NULL]",2
31,tu veux un café ? [media],"[NULL,NULL,NULL]",1
31,tu veux un café ? [media],"[NULL,NULL,NULL]",2
32,oui je veux bien . [media],"[NULL,NULL,NULL]",1
32,oui je veux bien . [media],"[NULL,NULL,NULL]",2
33,pour le dernier jour d' école elle doit se déguiser en Barbie . [media],"[NULL,NULL,NULL]",1
33,pour le dernier jour d' école elle doit se déguiser en Barbie . [media],"[NULL,NULL,NULL]",2
34,ouh là ! [media],"[NULL,NULL,NULL]",1
34,ouh là ! [media],"[NULL,NULL,NULL]",2
35,et elle avait mis un mini_short rose ... [media],"[NULL,NULL,NULL]",1
35,et elle avait mis un mini_short rose ... [media],"[NULL,NULL,NULL]",2
36,des chaussures à talon qu'elle m'avait piquées ! [media],"[NULL,NULL,NULL]",1
36,des chaussures à talon qu'elle m'avait piquées ! [media],"[NULL,NULL,NULL]",2
37,ouah ! [media],"[NULL,NULL,NULL]",1
37,ouah ! [media],"[NULL,NULL,NULL]",2
38,c'était impressionnant ? [media],"[NULL,NULL,NULL]",1
38,c'était impressionnant ? [media],"[NULL,NULL,NULL]",2
39,c'était très impressionnant \<None\> . [media],"[NULL,NULL,NULL]",1
39,c'était très impressionnant \<None\> . [media],"[NULL,NULL,NULL]",2
40,\<None\> \<None\> \<None\> tu veux un café ? [media],"[NULL,NULL,NULL]",1
40,\<None\> \<None\> \<None\> tu veux un café ? [media],"[NULL,NULL,NULL]",2
41,[quote] oui Madeleine je veux bien . [media],"[NULL,NULL,NULL]",1
