ID,utterance,annotation,list-ID
6,déjà mangé plein de pain ! [media],"[NULL,NULL,NULL]",1
6,déjà mangé plein de pain ! [media],"[NULL,NULL,NULL]",2
7,miam miam .,"[NULL,NULL,NULL]",1
7,miam miam .,"[NULL,NULL,NULL]",2
8,encore ! [media],"[NULL,NULL,NULL]",1
8,encore ! [media],"[NULL,NULL,NULL]",2
9,alors Théophile a deux ans . un mois passé peut-être deux mois . [media],"[NULL,NULL,NULL]",1
9,alors Théophile a deux ans . un mois passé peut-être deux mois . [media],"[NULL,NULL,NULL]",2
10,yyy bébé .,"[NULL,NULL,NULL]",1
10,yyy bébé .,"[NULL,NULL,NULL]",2
11,ouais .,"[NULL,NULL,NULL]",1
11,ouais .,"[NULL,NULL,NULL]",2
12,tiens Théophile . [media],"[NULL,NULL,NULL]",1
12,tiens Théophile . [media],"[NULL,NULL,NULL]",2
13,tu te rappelles comment on te filme . [media],"[NULL,NULL,NULL]",1
13,tu te rappelles comment on te filme . [media],"[NULL,NULL,NULL]",2
14,un dernier petit bout hein parce qu'après tu auras plus de place .,"[NULL,NULL,NULL]",1
14,un dernier petit bout hein parce qu'après tu auras plus de place .,"[NULL,NULL,NULL]",2
15,oh t'as de la chance . [media],"[NULL,NULL,NULL]",1
15,oh t'as de la chance . [media],"[NULL,NULL,NULL]",2
16,hum .,"[NULL,NULL,NULL]",1
16,hum .,"[NULL,NULL,NULL]",2
17,c'est du bon pain et puis là-bas il mange plein de légumes de poissons de viandes donc ça va . [media],"[NULL,NULL,NULL]",1
17,c'est du bon pain et puis là-bas il mange plein de légumes de poissons de viandes donc ça va . [media],"[NULL,NULL,NULL]",2
18,elle m'a dit pour manger il y a pas de problème . [media],"[NULL,NULL,NULL]",1
18,elle m'a dit pour manger il y a pas de problème . [media],"[NULL,NULL,NULL]",2
19,c'est bien ils font du potiron des courgettes euh plein de trucs euh . [media],"[NULL,NULL,NULL]",1
19,c'est bien ils font du potiron des courgettes euh plein de trucs euh . [media],"[NULL,NULL,NULL]",2
20,et t'as le droit d' aller au à la gar \<interruption\>,"[NULL,NULL,NULL]",1
20,et t'as le droit d' aller au à la gar \<interruption\>,"[NULL,NULL,NULL]",2
21,comment ça s'appelle ?,"[NULL,NULL,NULL]",1
21,comment ça s'appelle ?,"[NULL,NULL,NULL]",2
22,le jardin d' enfant ? [media],"[NULL,NULL,NULL]",1
22,le jardin d' enfant ? [media],"[NULL,NULL,NULL]",2
23,avec ton doudou ? [media],"[NULL,NULL,NULL]",1
23,avec ton doudou ? [media],"[NULL,NULL,NULL]",2
24,t'y vas avec ton doudou il y va aussi lui ? [media],"[NULL,NULL,NULL]",1
24,t'y vas avec ton doudou il y va aussi lui ? [media],"[NULL,NULL,NULL]",2
25,hein Théophile . [media],"[NULL,NULL,NULL]",1
25,hein Théophile . [media],"[NULL,NULL,NULL]",2
26,tu l'emmènes ?,"[NULL,NULL,NULL]",1
26,tu l'emmènes ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
27,il il y va le doudou ? [media],"[NULL,NULL,NULL]",1
27,il il y va le doudou ? [media],"[NULL,NULL,NULL]",2
28,tu l'emmènes ?,"[NULL,NULL,NULL]",1
28,tu l'emmènes ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
29,c'est qui ça ? [media],"[NULL,NULL,NULL]",1
29,c'est qui ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
30,c'est qui ça Théophile ?,"[NULL,NULL,NULL]",1
30,c'est qui ça Théophile ?,"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
31,ah c'est qui . [media],"[NULL,NULL,NULL]",1
31,ah c'est qui . [media],"[NULL,NULL,NULL]",2
32,c'est qui c'est qui ? [media],"[NULL,NULL,NULL]",1
32,c'est qui c'est qui ? [media],"[PAR-Follow-up:Re-ask-initial-question,CHI-Response:No-response,NULL]",2
33,oh tu te lèves un peu là .,"[NULL,NULL,NULL]",1
33,oh tu te lèves un peu là .,"[PAR-Follow-up:other,NULL,NULL]",2
34,aller hop . [media],"[NULL,NULL,NULL]",1
34,aller hop . [media],"[NULL,NULL,NULL]",2
35,il m'en a mis partou . [media],"[NULL,NULL,NULL]",1
35,il m'en a mis partou . [media],"[NULL,NULL,NULL]",2
36,tiens on va se on va tiens oudougoudou . [media],"[NULL,NULL,NULL]",1
36,tiens on va se on va tiens oudougoudou . [media],"[NULL,NULL,NULL]",2
37,tu le veux Doundo ? [media],"[NULL,NULL,NULL]",1
37,tu le veux Doundo ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
38,hum . [media],"[NULL,NULL,NULL]",1
38,hum . [media],"[PAR-Follow-up:other,NULL,NULL]",2
39,oh tu racontes à Lili tout ce-que t'as fait aujourd'hui ? [media],"[NULL,NULL,NULL]",1
39,oh tu racontes à Lili tout ce-que t'as fait aujourd'hui ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
40,hum hein Théophile ? [media],"[NULL,NULL,NULL]",1
40,hum hein Théophile ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
41,tu lui racontes vroum vroum et \<interruption\>,"[NULL,NULL,NULL]",1
41,tu lui racontes vroum vroum et \<interruption\>,"[NULL,NULL,NULL]",2
42,qu'est-ce que t'as fait \<None\> ?,"[NULL,NULL,NULL]",1
42,qu'est-ce que t'as fait \<None\> ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
43,t'as fait des voitures \<None\> ? [media],"[NULL,NULL,NULL]",1
43,t'as fait des voitures \<None\> ? [media],"[NULL,NULL,NULL]",2
