ID,Speaker,utterance,annotation,list-ID
2,CHI,www . [media],"[NULL,NULL,NULL]",1
2,CHI,www . [media],"[NULL,NULL,NULL]",2
3,MOT,qu'est-ce qu'elle fait Naomi Adrien ? [media],"[NULL,NULL,NULL]",1
3,MOT,qu'est-ce qu'elle fait Naomi Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
4,MOT,ah ben si t'éteins la lumière elle verra plus rien ! [media],"[NULL,NULL,NULL]",1
4,MOT,ah ben si t'éteins la lumière elle verra plus rien ! [media],"[PAR-Follow-up:other,NULL,NULL]",2
5,INV,c'est ça ! [media],"[NULL,NULL,NULL]",1
5,INV,c'est ça ! [media],"[NULL,NULL,NULL]",2
6,CHI,éteins éteins lumière . [media],"[NULL,NULL,NULL]",1
6,CHI,éteins éteins lumière . [media],"[NULL,NULL,NULL]",2
7,INV,tu allumes s'il te plaît ? [media],"[NULL,NULL,NULL]",1
7,INV,tu allumes s'il te plaît ? [media],"[NULL,NULL,NULL]",2
8,INV,ouais ! [media],"[NULL,NULL,NULL]",1
8,INV,ouais ! [media],"[NULL,NULL,NULL]",2
9,FAT,"t'es grand maintenant , t'y arrives . [media]","[NULL,NULL,NULL]",1
9,FAT,"t'es grand maintenant , t'y arrives . [media]","[NULL,NULL,NULL]",2
10,INV,tu allumes s'il te plaît ? [media],"[NULL,NULL,NULL]",1
10,INV,tu allumes s'il te plaît ? [media],"[NULL,NULL,NULL]",2
11,CHI,euh non là ! [media],"[NULL,NULL,NULL]",1
11,CHI,euh non là ! [media],"[NULL,NULL,NULL]",2
12,INV,comment on allume ? [media],"[NULL,NULL,NULL]",1
12,INV,comment on allume ? [media],"[NULL,NULL,NULL]",2
13,CHI,attends ! [media],"[NULL,NULL,NULL]",1
13,CHI,attends ! [media],"[NULL,NULL,NULL]",2
14,INV,comment on allume ? [media],"[NULL,NULL,NULL]",1
14,INV,comment on allume ? [media],"[NULL,NULL,NULL]",2
15,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
15,CHI,yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
16,INV,"ah , pas de lumière ? [media]","[NULL,NULL,NULL]",1
16,INV,"ah , pas de lumière ? [media]","[NULL,NULL,NULL]",2
17,INV,"ouais , bravo ! [media]","[NULL,NULL,NULL]",1
17,INV,"ouais , bravo ! [media]","[NULL,NULL,NULL]",2
18,INV,ça va Adrien ? [media],"[NULL,NULL,NULL]",1
18,INV,ça va Adrien ? [media],"[NULL,NULL,NULL]",2
19,MOT,"montre , montre tes jolies chaussures ! [media]","[NULL,NULL,NULL]",1
19,MOT,"montre , montre tes jolies chaussures ! [media]","[NULL,NULL,NULL]",2
20,FAT,qu'est-ce t'as fait aujourd'hui Adrien ? [media],"[NULL,NULL,NULL]",1
20,FAT,qu'est-ce t'as fait aujourd'hui Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
21,CHI,oh j'ai fait pout ! [media],"[NULL,NULL,NULL]",1
21,CHI,oh j'ai fait pout ! [media],"[NULL,NULL,NULL]",2
22,MOT,hé t'as fait un pout ah ben alors ! [media],"[NULL,NULL,NULL]",1
22,MOT,hé t'as fait un pout ah ben alors ! [media],"[NULL,NULL,NULL]",2
23,CHI,yyy t'as des poches en plus ! [media],"[NULL,NULL,NULL]",1
23,CHI,yyy t'as des poches en plus ! [media],"[NULL,NULL,NULL]",2
24,MOT,les poches en plus . [media],"[NULL,NULL,NULL]",1
24,MOT,les poches en plus . [media],"[NULL,NULL,NULL]",2
25,MOT,il y a quoi dans les poches Adrien ? [media],"[NULL,NULL,NULL]",1
25,MOT,il y a quoi dans les poches Adrien ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
26,CHI,yyy yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
26,CHI,yyy yyy yyy yyy yyy yyy . [media],"[CHI-Response:No-label,PAR-Follow-up:No-followup,NULL]",2
27,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
27,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
28,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
28,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
29,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
29,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
30,CHI,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
30,CHI,yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
31,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
31,CHI,yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
32,CHI,yyy yyy yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",1
32,CHI,yyy yyy yyy yyy yyy yyy yyy . [media],"[NULL,NULL,NULL]",2
33,INV,non enlève pas enlève pas le truc ! [media],"[NULL,NULL,NULL]",1
33,INV,non enlève pas enlève pas le truc ! [media],"[NULL,NULL,NULL]",2
34,MOT,remets le train Adrien ! [media],"[NULL,NULL,NULL]",1
34,MOT,remets le train Adrien ! [media],"[NULL,NULL,NULL]",2
