ID,Speaker,utterance,annotation,list-ID
2,CHI,www . [media],"[NULL,NULL,NULL]",1
2,CHI,www . [media],"[NULL,NULL,NULL]",2
3,MOT,tiens faudra que tu goûtes j'ai récupéré ça au petit déj il paraît que c'est typiquement Australien de la ! [media],"[NULL,NULL,NULL]",1
3,MOT,tiens faudra que tu goûtes j'ai récupéré ça au petit déj il paraît que c'est typiquement Australien de la ! [media],"[NULL,NULL,NULL]",2
4,MOT,il parait que c'est bon mais ça me parait un peu bizarre . [media],"[NULL,NULL,NULL]",1
4,MOT,il parait que c'est bon mais ça me parait un peu bizarre . [media],"[NULL,NULL,NULL]",2
5,FAT,bon qu'est-ce tu dis Adrien pose ! [media],"[NULL,NULL,NULL]",1
5,FAT,bon qu'est-ce tu dis Adrien pose ! [media],"[NULL,NULL,NULL]",2
6,MOT,attends c'est trop c'est pas assez serré là non ? [media],"[NULL,NULL,NULL]",1
6,MOT,attends c'est trop c'est pas assez serré là non ? [media],"[NULL,NULL,NULL]",2
7,MOT,on peut pas serrer plus Naomi ? [media],"[NULL,NULL,NULL]",1
7,MOT,on peut pas serrer plus Naomi ? [media],"[NULL,NULL,NULL]",2
8,INV,euh je crois que c'est au maximum en fait je sais pas si ça se détend au fur et à mesure . [media],"[NULL,NULL,NULL]",1
8,INV,euh je crois que c'est au maximum en fait je sais pas si ça se détend au fur et à mesure . [media],"[NULL,NULL,NULL]",2
9,FAT,mets-le en bandoulière ! [media],"[NULL,NULL,NULL]",1
9,FAT,mets-le en bandoulière ! [media],"[NULL,NULL,NULL]",2
10,MOT,attends ! [media],"[NULL,NULL,NULL]",1
10,MOT,attends ! [media],"[NULL,NULL,NULL]",2
11,MOT,mets ta main là ! [media],"[NULL,NULL,NULL]",1
11,MOT,mets ta main là ! [media],"[NULL,NULL,NULL]",2
12,MOT,vas_y mets ! [media],"[NULL,NULL,NULL]",1
12,MOT,vas_y mets ! [media],"[NULL,NULL,NULL]",2
13,MOT,ho hisse ! [media],"[NULL,NULL,NULL]",1
13,MOT,ho hisse ! [media],"[NULL,NULL,NULL]",2
14,FAT,qu'est-ce tu dis Adrien ? [media],"[NULL,NULL,NULL]",1
14,FAT,qu'est-ce tu dis Adrien ? [media],"[NULL,NULL,NULL]",2
15,FAT,papa comment tu dis papa Adrien ? [media],"[NULL,NULL,NULL]",1
15,FAT,papa comment tu dis papa Adrien ? [media],"[NULL,NULL,NULL]",2
16,CHI,papa . [media],"[NULL,NULL,NULL]",1
16,CHI,papa . [media],"[NULL,NULL,NULL]",2
17,MOT,attends lève xxx . [media],"[NULL,NULL,NULL]",1
17,MOT,attends lève xxx . [media],"[NULL,NULL,NULL]",2
18,FAT,il était où papa Adrien ? [media],"[NULL,NULL,NULL]",1
18,FAT,il était où papa Adrien ? [media],"[NULL,NULL,NULL]",2
19,CHI,a ah ! [media],"[NULL,NULL,NULL]",1
19,CHI,a ah ! [media],"[NULL,NULL,NULL]",2
20,MOT,oui attends maman elle va ramasser c'est bon tiens donne . [media],"[NULL,NULL,NULL]",1
20,MOT,oui attends maman elle va ramasser c'est bon tiens donne . [media],"[NULL,NULL,NULL]",2
21,MOT,il était où papa Adrien ? [media],"[NULL,NULL,NULL]",1
21,MOT,il était où papa Adrien ? [media],"[NULL,NULL,NULL]",2
22,CHI,papa ! [media],"[NULL,NULL,NULL]",1
22,CHI,papa ! [media],"[NULL,NULL,NULL]",2
23,CHI,parti papa . [media],"[NULL,NULL,NULL]",1
23,CHI,parti papa . [media],"[NULL,NULL,NULL]",2
24,FAT,non c'est Adrien qui était parti t'étais chez qui Adrien ? [media],"[NULL,NULL,NULL]",1
24,FAT,non c'est Adrien qui était parti t'étais chez qui Adrien ? [media],"[NULL,NULL,NULL]",2
25,CHI,tata ! [media],"[NULL,NULL,NULL]",1
25,CHI,tata ! [media],"[NULL,NULL,NULL]",2
26,FAT,oui mais avant ? [media],"[NULL,NULL,NULL]",1
26,FAT,oui mais avant ? [media],"[NULL,NULL,NULL]",2
27,FAT,aujourd'hui t'étais chez tata ! [media],"[NULL,NULL,NULL]",1
27,FAT,aujourd'hui t'étais chez tata ! [media],"[NULL,NULL,NULL]",2
28,MOT,t'étais chez qui chez papi et mam . [media],"[NULL,NULL,NULL]",1
28,MOT,t'étais chez qui chez papi et mam . [media],"[NULL,NULL,NULL]",2
29,CHI,maman maman ! [media],"[NULL,NULL,NULL]",1
29,CHI,maman maman ! [media],"[NULL,NULL,NULL]",2
30,MOT,non t'étais chez papi et mamie ! [media],"[NULL,NULL,NULL]",1
30,MOT,non t'étais chez papi et mamie ! [media],"[NULL,NULL,NULL]",2
31,CHI,tata ! [media],"[NULL,NULL,NULL]",1
31,CHI,tata ! [media],"[NULL,NULL,NULL]",2
32,FAT,t étais comment il s'appelle pap papi ? [media],"[NULL,NULL,NULL]",1
32,FAT,t étais comment il s'appelle pap papi ? [media],"[NULL,NULL,NULL]",2
33,CHI,papou . [media],"[NULL,NULL,NULL]",1
33,CHI,papou . [media],"[NULL,NULL,NULL]",2
34,MOT,papou oui t'as vu papou ? [media],"[NULL,NULL,NULL]",1
34,MOT,papou oui t'as vu papou ? [media],"[NULL,NULL,NULL]",2
35,CHI,mamou ! [media],"[NULL,NULL,NULL]",1
35,CHI,mamou ! [media],"[NULL,NULL,NULL]",2
