ID,Speaker,utterance,annotation,list-ID
2,CHI,www . [media],"[NULL,NULL,NULL]",1
2,CHI,www . [media],"[NULL,NULL,NULL]",2
3,MOT,Adrien t'as fait poutch ça sent mauvais ! [media],"[NULL,NULL,NULL]",1
3,MOT,Adrien t'as fait poutch ça sent mauvais ! [media],"[NULL,NULL,NULL]",2
4,INV,ah c'est toi qui a fait poutch ? [media],"[NULL,NULL,NULL]",1
4,INV,ah c'est toi qui a fait poutch ? [media],"[NULL,NULL,NULL]",2
5,MOT,tiens ! [media],"[NULL,NULL,NULL]",1
5,MOT,tiens ! [media],"[NULL,NULL,NULL]",2
6,INV,c'est qui qui a fait poutch ? [media],"[NULL,NULL,NULL]",1
6,INV,c'est qui qui a fait poutch ? [media],"[NULL,NULL,NULL]",2
7,MOT,tiens regarde ! [media],"[NULL,NULL,NULL]",1
7,MOT,tiens regarde ! [media],"[NULL,NULL,NULL]",2
8,INV,mets pas tes pieds ! [media],"[NULL,NULL,NULL]",1
8,INV,mets pas tes pieds ! [media],"[NULL,NULL,NULL]",2
9,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
9,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
10,MOT,non non non non c'est à moi ! [media],"[NULL,NULL,NULL]",1
10,MOT,non non non non c'est à moi ! [media],"[NULL,NULL,NULL]",2
11,MOT,allez euh ! [media],"[NULL,NULL,NULL]",1
11,MOT,allez euh ! [media],"[NULL,NULL,NULL]",2
12,MOT,non ! [media],"[NULL,NULL,NULL]",1
12,MOT,non ! [media],"[NULL,NULL,NULL]",2
13,CHI,non ! [media],"[NULL,NULL,NULL]",1
13,CHI,non ! [media],"[NULL,NULL,NULL]",2
14,MOT,moi je veux . [media],"[NULL,NULL,NULL]",1
14,MOT,moi je veux . [media],"[NULL,NULL,NULL]",2
15,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
15,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
16,MOT,alors viens t'asseoir viens la regarder là ! [media],"[NULL,NULL,NULL]",1
16,MOT,alors viens t'asseoir viens la regarder là ! [media],"[NULL,NULL,NULL]",2
17,MOT,montre-moi laquelle tu veux ! [media],"[NULL,NULL,NULL]",1
17,MOT,montre-moi laquelle tu veux ! [media],"[NULL,NULL,NULL]",2
18,MOT,tu me montres laquelle tu veux de voiture ? [media],"[NULL,NULL,NULL]",1
18,MOT,tu me montres laquelle tu veux de voiture ? [media],"[NULL,NULL,NULL]",2
19,MOT,mets-toi sur la table ! [media],"[NULL,NULL,NULL]",1
19,MOT,mets-toi sur la table ! [media],"[NULL,NULL,NULL]",2
20,MOT,"ah ben là tu seras mieux , vas_y pose ton livre là . [media]","[NULL,NULL,NULL]",1
20,MOT,"ah ben là tu seras mieux , vas_y pose ton livre là . [media]","[NULL,NULL,NULL]",2
21,CHI,j'aime pas celle . [media],"[NULL,NULL,NULL]",1
21,CHI,j'aime pas celle . [media],"[NULL,NULL,NULL]",2
22,MOT,ah ça c'est celle-ci elle est jolie moi je veux celle-ci . [media],"[NULL,NULL,NULL]",1
22,MOT,ah ça c'est celle-ci elle est jolie moi je veux celle-ci . [media],"[NULL,NULL,NULL]",2
23,CHI,moi veux pas celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",1
23,CHI,moi veux pas celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",2
24,MOT,elle est pas belle ! [media],"[NULL,NULL,NULL]",1
24,MOT,elle est pas belle ! [media],"[NULL,NULL,NULL]",2
25,CHI,est pas beau ! [media],"[NULL,NULL,NULL]",1
25,CHI,est pas beau ! [media],"[NULL,NULL,NULL]",2
26,MOT,elle est pas belle ! [media],"[NULL,NULL,NULL]",1
26,MOT,elle est pas belle ! [media],"[NULL,NULL,NULL]",2
27,CHI,et celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",1
27,CHI,et celle-ci elle est pas beau ! [media],"[NULL,NULL,NULL]",2
28,MOT,elle est pas belle on dit . [media],"[NULL,NULL,NULL]",1
28,MOT,elle est pas belle on dit . [media],"[NULL,NULL,NULL]",2
29,CHI,celle-ci elle est pas beau . [media],"[NULL,NULL,NULL]",1
29,CHI,celle-ci elle est pas beau . [media],"[NULL,NULL,NULL]",2
30,MOT,Adrien on dit qu'elle est pas belle ! [media],"[NULL,NULL,NULL]",1
30,MOT,Adrien on dit qu'elle est pas belle ! [media],"[NULL,NULL,NULL]",2
31,CHI,est pas beau celle-ci l'est pas beau celle . [media],"[NULL,NULL,NULL]",1
31,CHI,est pas beau celle-ci l'est pas beau celle . [media],"[NULL,NULL,NULL]",2
32,CHI,celle-ci elle est plutôt . [media],"[NULL,NULL,NULL]",1
32,CHI,celle-ci elle est plutôt . [media],"[NULL,NULL,NULL]",2
33,CHI,yyy . [media],"[NULL,NULL,NULL]",1
33,CHI,yyy . [media],"[NULL,NULL,NULL]",2
34,CHI,elle aime elle l'aime . [media],"[NULL,NULL,NULL]",1
34,CHI,elle aime elle l'aime . [media],"[NULL,NULL,NULL]",2
35,MOT,elle est de quelle couleur celle-ci de voiture ? [media],"[NULL,NULL,NULL]",1
35,MOT,elle est de quelle couleur celle-ci de voiture ? [media],"[NULL,NULL,NULL]",2
36,CHI,yyy plutôt celle-ci ! [media],"[NULL,NULL,NULL]",1
