ID,Speaker,utterance,annotation,list-ID
2,MOT,viens là bonhomme ! [media],"[NULL,NULL,NULL]",1
2,MOT,viens là bonhomme ! [media],"[NULL,NULL,NULL]",2
3,CHI,www . [media],"[NULL,NULL,NULL]",1
3,CHI,www . [media],"[NULL,NULL,NULL]",2
4,CHI,attends trouve quelque chose ! [media],"[NULL,NULL,NULL]",1
4,CHI,attends trouve quelque chose ! [media],"[NULL,NULL,NULL]",2
5,CHI,trouve quelque chose pour moi ! [media],"[NULL,NULL,NULL]",1
5,CHI,trouve quelque chose pour moi ! [media],"[NULL,NULL,NULL]",2
6,MOT,www . [media],"[NULL,NULL,NULL]",1
6,MOT,www . [media],"[NULL,NULL,NULL]",2
7,CHI,pardon ! [media],"[NULL,NULL,NULL]",1
7,CHI,pardon ! [media],"[NULL,NULL,NULL]",2
8,CHI,c'est là où yyy . [media],"[NULL,NULL,NULL]",1
8,CHI,c'est là où yyy . [media],"[NULL,NULL,NULL]",2
9,CHI,pas là yyy . [media],"[NULL,NULL,NULL]",1
9,CHI,pas là yyy . [media],"[NULL,NULL,NULL]",2
10,FAT,Adrien tu montres les voitures que t'as ? [media],"[NULL,NULL,NULL]",1
10,FAT,Adrien tu montres les voitures que t'as ? [media],"[NULL,NULL,NULL]",2
11,CHI,attends non veux les yyy . [media],"[NULL,NULL,NULL]",1
11,CHI,attends non veux les yyy . [media],"[NULL,NULL,NULL]",2
12,MOT,xxx là-bas ! [media],"[NULL,NULL,NULL]",1
12,MOT,xxx là-bas ! [media],"[NULL,NULL,NULL]",2
13,FAT,t'en as combien des voitures ? [media],"[NULL,NULL,NULL]",1
13,FAT,t'en as combien des voitures ? [media],"[NULL,NULL,NULL]",2
14,MOT,oh non Adrien xxx . [media],"[NULL,NULL,NULL]",1
14,MOT,oh non Adrien xxx . [media],"[NULL,NULL,NULL]",2
15,MOT,www . [media],"[NULL,NULL,NULL]",1
15,MOT,www . [media],"[NULL,NULL,NULL]",2
16,MOT,www . [media],"[NULL,NULL,NULL]",1
16,MOT,www . [media],"[NULL,NULL,NULL]",2
17,FAT,"Adrien , qu'est-ce qu'on dit ? [media]","[NULL,NULL,NULL]",1
17,FAT,"Adrien , qu'est-ce qu'on dit ? [media]","[NULL,NULL,NULL]",2
18,CHI,yyy j'ai pas roté en plus ! [media],"[NULL,NULL,NULL]",1
18,CHI,yyy j'ai pas roté en plus ! [media],"[NULL,NULL,NULL]",2
19,MOT,www . [media],"[NULL,NULL,NULL]",1
19,MOT,www . [media],"[NULL,NULL,NULL]",2
20,FAT,"allez , tu viens avec papa ? [media]","[NULL,NULL,NULL]",1
20,FAT,"allez , tu viens avec papa ? [media]","[NULL,NULL,NULL]",2
21,CHI,attends tu veux aller où ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
21,CHI,attends tu veux aller où ? [media],"[NULL,NULL,NULL]",2
22,FAT,on va dans la chambre jouer ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]",1
22,FAT,on va dans la chambre jouer ? [media],"[NULL,NULL,NULL]",2
