ID,Speaker,utterance,annotation,list-ID
6,OBS,alors explique moi à quoi sert ce sac ? [media],"[NULL,NULL,NULL]",1
6,OBS,alors explique moi à quoi sert ce sac ? [media],"[NULL,NULL,NULL]",2
7,OBS,s \<None\> ... [media],"[NULL,NULL,NULL]",1
7,OBS,s \<None\> ... [media],"[NULL,NULL,NULL]",2
8,CHI,\<None\> \<None\> \<None\> mais en_haut \<None\> \<None\> \<None\> je voudras qu'on tu me filmes parce que moi je j'ai hm j'ai ma dînette en_haut et que je vais te faire à manger avec ma dînette .,"[NULL,NULL,NULL]",1
8,CHI,\<None\> \<None\> \<None\> mais en_haut \<None\> \<None\> \<None\> je voudras qu'on tu me filmes parce que moi je j'ai hm j'ai ma dînette en_haut et que je vais te faire à manger avec ma dînette .,"[NULL,NULL,NULL]",2
9,CHI,[quote] \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",1
9,CHI,[quote] \<None\> \<None\> \<None\> . [media],"[NULL,NULL,NULL]",2
10,OBS,d'accord mais \<None\> ça donc ça c'est les carottes que t as ramassées dans le jardin ?,"[NULL,NULL,NULL]",1
10,OBS,d'accord mais \<None\> ça donc ça c'est les carottes que t as ramassées dans le jardin ?,"[NULL,NULL,NULL]",2
11,CHI,oui . [media],"[NULL,NULL,NULL]",1
11,CHI,oui . [media],"[NULL,NULL,NULL]",2
12,CHI,ça c'est les carottes . [media],"[NULL,NULL,NULL]",1
12,CHI,ça c'est les carottes . [media],"[NULL,NULL,NULL]",2
13,OBS,oh \<None\> il y a une tomate aussi !,"[NULL,NULL,NULL]",1
13,OBS,oh \<None\> il y a une tomate aussi !,"[NULL,NULL,NULL]",2
14,CHI,oui . [media],"[NULL,NULL,NULL]",1
14,CHI,oui . [media],"[NULL,NULL,NULL]",2
15,CHI,et aussi euh hum hum un citron ! [media],"[NULL,NULL,NULL]",1
15,CHI,et aussi euh hum hum un citron ! [media],"[NULL,NULL,NULL]",2
16,OBS,un citron des tomates des carottes tu vas nous faire une belle salade ? [media],"[NULL,NULL,NULL]",1
16,OBS,un citron des tomates des carottes tu vas nous faire une belle salade ? [media],"[NULL,NULL,NULL]",2
17,CHI,non c'est c'est c'est à ma maman là . [media],"[NULL,NULL,NULL]",1
17,CHI,non c'est c'est c'est à ma maman là . [media],"[NULL,NULL,NULL]",2
18,OBS,ouh puis t as un joli petit fromage aussi ! [media],"[NULL,NULL,NULL]",1
18,OBS,ouh puis t as un joli petit fromage aussi ! [media],"[NULL,NULL,NULL]",2
19,CHI,oui . [media],"[NULL,NULL,NULL]",1
19,CHI,oui . [media],"[NULL,NULL,NULL]",2
20,CHI,mais ça c'est maman \<None\> \<None\> et le café qui est en haut et bas c'est pour toi . [media],"[NULL,NULL,NULL]",1
20,CHI,mais ça c'est maman \<None\> \<None\> et le café qui est en haut et bas c'est pour toi . [media],"[NULL,NULL,NULL]",2
21,OBS,ah ! [media],"[NULL,NULL,NULL]",1
21,OBS,ah ! [media],"[NULL,NULL,NULL]",2
22,OBS,ça c'est gentil ! [media],"[NULL,NULL,NULL]",1
22,OBS,ça c'est gentil ! [media],"[NULL,NULL,NULL]",2
23,CHI,mais moi j'ai plein de carottes hein ! [media],"[NULL,NULL,NULL]",1
23,CHI,mais moi j'ai plein de carottes hein ! [media],"[NULL,NULL,NULL]",2
24,OBS,ouh ! [media],"[NULL,NULL,NULL]",1
24,OBS,ouh ! [media],"[NULL,NULL,NULL]",2
25,CHI,ah ! [media],"[NULL,NULL,NULL]",1
25,CHI,ah ! [media],"[NULL,NULL,NULL]",2
26,MOT,moi aussi j'ai des carottes \<None\> !,"[NULL,NULL,NULL]",1
26,MOT,moi aussi j'ai des carottes \<None\> !,"[NULL,NULL,NULL]",2
27,OBS,toutes ces carottes ! [media],"[NULL,NULL,NULL]",1
27,OBS,toutes ces carottes ! [media],"[NULL,NULL,NULL]",2
28,CHI,moi j'en ai une verte ! [media],"[NULL,NULL,NULL]",1
28,CHI,moi j'en ai une verte ! [media],"[NULL,NULL,NULL]",2
29,OBS,une carotte verte ? [media],"[NULL,NULL,NULL]",1
29,OBS,une carotte verte ? [media],"[NULL,NULL,NULL]",2
