ID,Speaker,utterance,annotation,list-ID
5,CHI,c'est mon c'est yyy yyy coupe mon yyy . [media],"[NULL,NULL,NULL]",1
5,CHI,c'est mon c'est yyy yyy coupe mon yyy . [media],"[NULL,NULL,NULL]",2
6,CHI,c'est c'était bon le le . [media],"[NULL,NULL,NULL]",1
6,CHI,c'est c'était bon le le . [media],"[NULL,NULL,NULL]",2
7,CHI,toi vas manger le gâteau yyy . [media],"[NULL,NULL,NULL]",1
7,CHI,toi vas manger le gâteau yyy . [media],"[NULL,NULL,NULL]",2
8,CHI,moi yyy xxx mange mon gâteau . [media],"[NULL,NULL,NULL]",1
8,CHI,moi yyy xxx mange mon gâteau . [media],"[NULL,NULL,NULL]",2
9,MOT,[quote] le dix neuf août deux mille huit .,"[NULL,NULL,NULL]",1
9,MOT,[quote] le dix neuf août deux mille huit .,"[NULL,NULL,NULL]",2
10,CHI,moi sais couper mon gâteau . [media],"[NULL,NULL,NULL]",1
10,CHI,moi sais couper mon gâteau . [media],"[NULL,NULL,NULL]",2
11,CHI,moi yyy zə mange comme ça . [media],"[NULL,NULL,NULL]",1
11,CHI,moi yyy zə mange comme ça . [media],"[NULL,NULL,NULL]",2
12,CHI,moi je mange comme ça .,"[NULL,NULL,NULL]",1
12,CHI,moi je mange comme ça .,"[NULL,NULL,NULL]",2
13,CHI,ça c'est du pain . [media],"[NULL,NULL,NULL]",1
13,CHI,ça c'est du pain . [media],"[NULL,NULL,NULL]",2
14,MOT,hum hum .,"[NULL,NULL,NULL]",1
14,MOT,hum hum .,"[NULL,NULL,NULL]",2
15,CHI,mmh c'est bon ! [media],"[NULL,NULL,NULL]",1
15,CHI,mmh c'est bon ! [media],"[NULL,NULL,NULL]",2
16,CHI,ça c'est bon . [media],"[NULL,NULL,NULL]",1
16,CHI,ça c'est bon . [media],"[NULL,NULL,NULL]",2
17,CHI,\<None\> \<None\> toi veux manger le gâteau ? [media],"[NULL,NULL,NULL]",1
17,CHI,\<None\> \<None\> toi veux manger le gâteau ? [media],"[NULL,NULL,NULL]",2
18,MOT,merci .,"[NULL,NULL,NULL]",1
18,MOT,merci .,"[NULL,NULL,NULL]",2
19,MOT,mmh c'est très bon ! [media],"[NULL,NULL,NULL]",1
19,MOT,mmh c'est très bon ! [media],"[NULL,NULL,NULL]",2
20,MOT,c'est toi qui l'as fait ? [media],"[NULL,NULL,NULL]",1
20,MOT,c'est toi qui l'as fait ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
21,CHI,ouais . [media],"[NULL,NULL,NULL]",1
21,CHI,ouais . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
22,MOT,qu'est-ce que tu as mis dedans ? [media],"[NULL,NULL,NULL]",1
22,MOT,qu'est-ce que tu as mis dedans ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
23,CHI,yyy du chocolat .,"[NULL,NULL,NULL]",1
23,CHI,yyy du chocolat .,"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
24,MOT,ah bon !,"[NULL,NULL,NULL]",1
24,MOT,ah bon !,"[PAR-Follow-up:other,NULL,NULL]",2
