ID,Speaker,utterance,annotation,list-ID
5,OBS,seize janvier . deux mille dix ! [media],"[NULL,NULL,NULL]",1
5,OBS,seize janvier . deux mille dix ! [media],"[NULL,NULL,NULL]",2
6,OBS,Anaé a ... [media],"[NULL,NULL,NULL]",1
6,OBS,Anaé a ... [media],"[NULL,NULL,NULL]",2
7,OBS,Marie ? [media],"[NULL,NULL,NULL]",1
7,OBS,Marie ? [media],"[NULL,NULL,NULL]",2
8,OBS,0. . [media],"[NULL,NULL,NULL]",1
8,OBS,0. . [media],"[NULL,NULL,NULL]",2
9,MOT,[quote] euh deux six je dirais \<None\> !,"[NULL,NULL,NULL]",1
9,MOT,[quote] euh deux six je dirais \<None\> !,"[NULL,NULL,NULL]",2
10,OBS,0. . [media],"[NULL,NULL,NULL]",1
10,OBS,0. . [media],"[NULL,NULL,NULL]",2
11,MOT,[quote] 0. attends attends ...,"[NULL,NULL,NULL]",1
11,MOT,[quote] 0. attends attends ...,"[NULL,NULL,NULL]",2
12,OBS,non ! [media],"[NULL,NULL,NULL]",1
12,OBS,non ! [media],"[NULL,NULL,NULL]",2
13,MOT,[quote] août septembre octobre novembre décembre janvier .,"[NULL,NULL,NULL]",1
13,MOT,[quote] août septembre octobre novembre décembre janvier .,"[NULL,NULL,NULL]",2
14,MOT,euh deux cinq et demi . [media],"[NULL,NULL,NULL]",1
14,MOT,euh deux cinq et demi . [media],"[NULL,NULL,NULL]",2
15,OBS,non c'est trois cinq et demi ! [media],"[NULL,NULL,NULL]",1
15,OBS,non c'est trois cinq et demi ! [media],"[NULL,NULL,NULL]",2
16,MOT,[quote] trois cinq et demi pardon .,"[NULL,NULL,NULL]",1
16,MOT,[quote] trois cinq et demi pardon .,"[NULL,NULL,NULL]",2
17,OBS,mon dieu \<None\> ! [media],"[NULL,NULL,NULL]",1
17,OBS,mon dieu \<None\> ! [media],"[NULL,NULL,NULL]",2
18,MOT,[quote] 0. .,"[NULL,NULL,NULL]",1
18,MOT,[quote] 0. .,"[NULL,NULL,NULL]",2
19,OBS,0. je croyais que tu me faisais une blague quand t as dit deux six ! [media],"[NULL,NULL,NULL]",1
19,OBS,0. je croyais que tu me faisais une blague quand t as dit deux six ! [media],"[NULL,NULL,NULL]",2
20,MOT,[quote] 0. non non !,"[NULL,NULL,NULL]",1
20,MOT,[quote] 0. non non !,"[NULL,NULL,NULL]",2
21,OBS,0. . [media],"[NULL,NULL,NULL]",1
21,OBS,0. . [media],"[NULL,NULL,NULL]",2
22,MOT,[quote] c'est juste que je suis fatiguée !,"[NULL,NULL,NULL]",1
22,MOT,[quote] c'est juste que je suis fatiguée !,"[NULL,NULL,NULL]",2
23,OBS,0. . trois cinq . [media],"[NULL,NULL,NULL]",1
23,OBS,0. . trois cinq . [media],"[NULL,NULL,NULL]",2
24,OBS,et il est ... [media],"[NULL,NULL,NULL]",1
24,OBS,et il est ... [media],"[NULL,NULL,NULL]",2
25,OBS,[quote] quelle heure ? [media],"[NULL,NULL,NULL]",1
25,OBS,[quote] quelle heure ? [media],"[NULL,NULL,NULL]",2
26,MOT,dix heures cinquante quatre . [media],"[NULL,NULL,NULL]",1
26,MOT,dix heures cinquante quatre . [media],"[NULL,NULL,NULL]",2
27,CHI,0. . [media],"[NULL,NULL,NULL]",1
27,CHI,0. . [media],"[NULL,NULL,NULL]",2
28,MOT,[quote] [quote] très exactement .,"[NULL,NULL,NULL]",1
28,MOT,[quote] [quote] très exactement .,"[NULL,NULL,NULL]",2
29,OBS,[quote] presque onze heures .,"[NULL,NULL,NULL]",1
29,OBS,[quote] presque onze heures .,"[NULL,NULL,NULL]",2
30,MOT,Anaé est-ce que pour commencer tu voudrais bien juste chanter les légumes à . à Aliyah ? [media],"[NULL,NULL,NULL]",1
30,MOT,Anaé est-ce que pour commencer tu voudrais bien juste chanter les légumes à . à Aliyah ? [media],"[NULL,NULL,NULL]",2
31,OBS,[quote] ah ouais !,"[NULL,NULL,NULL]",1
31,OBS,[quote] ah ouais !,"[NULL,NULL,NULL]",2
32,CHI,non ! [media],"[NULL,NULL,NULL]",1
32,CHI,non ! [media],"[NULL,NULL,NULL]",2
33,MOT,allez ! [media],"[NULL,NULL,NULL]",1
33,MOT,allez ! [media],"[NULL,NULL,NULL]",2
34,OBS,[quote] non . t as pas envie ?,"[NULL,NULL,NULL]",1
34,OBS,[quote] non . t as pas envie ?,"[NULL,NULL,NULL]",2
35,CHI,[quote] 0. .,"[NULL,NULL,NULL]",1
35,CHI,[quote] 0. .,"[NULL,NULL,NULL]",2
36,CHI,0. non ! [media],"[NULL,NULL,NULL]",1
36,CHI,0. non ! [media],"[NULL,NULL,NULL]",2
37,OBS,[quote] mais je connais pas du tout \<interruption\>,"[NULL,NULL,NULL]",1
37,OBS,[quote] mais je connais pas du tout \<interruption\>,"[NULL,NULL,NULL]",2
38,MOT,[quote] ou euh . ou la poésie du bonhomme !,"[NULL,NULL,NULL]",1
38,MOT,[quote] ou euh . ou la poésie du bonhomme !,"[NULL,NULL,NULL]",2
39,CHI,ah non pas d'abord ! [media],"[NULL,NULL,NULL]",1
39,CHI,ah non pas d'abord ! [media],"[NULL,NULL,NULL]",2
40,CHI,yyy \<interruption\> [media],"[NULL,NULL,NULL]",1
40,CHI,yyy \<interruption\> [media],"[NULL,NULL,NULL]",2
41,MOT,[quote] oh pas d'abord !,"[NULL,NULL,NULL]",1
41,MOT,[quote] oh pas d'abord !,"[NULL,NULL,NULL]",2
42,OBS,[quote] ah . un peu plus tard ?,"[NULL,NULL,NULL]",1
42,OBS,[quote] ah . un peu plus tard ?,"[NULL,NULL,NULL]",2
43,CHI,d'abo ... [media],"[NULL,NULL,NULL]",1
43,CHI,d'abo ... [media],"[NULL,NULL,NULL]",2
44,MOT,[quote] 0. .,"[NULL,NULL,NULL]",1
44,MOT,[quote] 0. .,"[NULL,NULL,NULL]",2
45,CHI,yyy . [media],"[NULL,NULL,NULL]",1
45,CHI,yyy . [media],"[NULL,NULL,NULL]",2
46,CHI,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",1
46,CHI,\<None\> \<None\> \<None\> ! [media],"[NULL,NULL,NULL]",2
