ID,Speaker,utterance,annotation,list-ID
6,MOT,tu proposes à Martine un café ? [media],"[NULL,NULL,NULL]",1
6,MOT,tu proposes à Martine un café ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
7,CHI,tu veux un café ? [media],"[NULL,NULL,NULL]",1
7,CHI,tu veux un café ? [media],"[NULL,NULL,NULL]",2
8,OBS,oh oui volontiers ! [media],"[NULL,NULL,NULL]",1
8,OBS,oh oui volontiers ! [media],"[NULL,NULL,NULL]",2
9,OBS,merci \<None\> . [media],"[NULL,NULL,NULL]",1
9,OBS,merci \<None\> . [media],"[NULL,NULL,NULL]",2
10,MOT,xxx café \<None\> .,"[NULL,NULL,NULL]",1
10,MOT,xxx café \<None\> .,"[NULL,NULL,NULL]",2
11,CHI,on va faire tous les deux . [media],"[NULL,NULL,NULL]",1
11,CHI,on va faire tous les deux . [media],"[NULL,NULL,NULL]",2
12,CHI,tu veux un café ? [media],"[NULL,NULL,NULL]",1
12,CHI,tu veux un café ? [media],"[NULL,NULL,NULL]",2
13,OBS,oh oui si_il_te_plaît . [media],"[NULL,NULL,NULL]",1
13,OBS,oh oui si_il_te_plaît . [media],"[NULL,NULL,NULL]",2
14,OBS,qu'est-ce que tu portes à la main ? [media],"[NULL,NULL,NULL]",1
14,OBS,qu'est-ce que tu portes à la main ? [media],"[NULL,NULL,NULL]",2
15,CHI,hm xxx hm des fleurs . [media],"[NULL,NULL,NULL]",1
15,CHI,hm xxx hm des fleurs . [media],"[NULL,NULL,NULL]",2
16,OBS,des fleurs ? [media],"[NULL,NULL,NULL]",1
16,OBS,des fleurs ? [media],"[NULL,NULL,NULL]",2
17,CHI,də fleurs ça ! [media],"[NULL,NULL,NULL]",1
17,CHI,də fleurs ça ! [media],"[NULL,NULL,NULL]",2
18,OBS,oui . [media],"[NULL,NULL,NULL]",1
18,OBS,oui . [media],"[NULL,NULL,NULL]",2
19,OBS,elles tournent avec le vent . [media],"[NULL,NULL,NULL]",1
19,OBS,elles tournent avec le vent . [media],"[NULL,NULL,NULL]",2
20,CHI,0. . [media],"[NULL,NULL,NULL]",1
20,CHI,0. . [media],"[NULL,NULL,NULL]",2
21,OBS,souffle ! [media],"[NULL,NULL,NULL]",1
21,OBS,souffle ! [media],"[NULL,NULL,NULL]",2
22,MOT,elles sont un peu vieilles hein . [media],"[NULL,NULL,NULL]",1
22,MOT,elles sont un peu vieilles hein . [media],"[NULL,NULL,NULL]",2
23,OBS,elles tournent plus . [media],"[NULL,NULL,NULL]",1
23,OBS,elles tournent plus . [media],"[NULL,NULL,NULL]",2
24,CHI,0. un comme ça . [media],"[NULL,NULL,NULL]",1
