ID,Speaker,utterance,annotation,list-ID
6,MOT,xxx tu dis Madeleine ? [media],"[NULL,NULL,NULL]",1
6,MOT,xxx tu dis Madeleine ? [media],"[NULL,NULL,NULL]",2
7,CHI,0. .,"[NULL,NULL,NULL]",1
7,CHI,0. .,"[NULL,NULL,NULL]",2
8,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",1
8,CHI,yyy yyy . [media],"[NULL,NULL,NULL]",2
9,CHI,yyy a donné moi . [media],"[NULL,NULL,NULL]",1
9,CHI,yyy a donné moi . [media],"[NULL,NULL,NULL]",2
10,OBS,on va aider \<None\> maman à rentrer les courses ? [media],"[NULL,NULL,NULL]",1
10,OBS,on va aider \<None\> maman à rentrer les courses ? [media],"[NULL,NULL,NULL]",2
11,CHI,s \<interruption\>,"[NULL,NULL,NULL]",1
11,CHI,s \<interruption\>,"[NULL,NULL,NULL]",2
12,OBS,viens ! [media],"[NULL,NULL,NULL]",1
12,OBS,viens ! [media],"[NULL,NULL,NULL]",2
13,CHI,oui . [media],"[NULL,NULL,NULL]",1
13,CHI,oui . [media],"[NULL,NULL,NULL]",2
14,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> est mon cadeau . [media],"[NULL,NULL,NULL]",1
14,CHI,\<None\> \<None\> \<None\> \<None\> \<None\> \<None\> est mon cadeau . [media],"[NULL,NULL,NULL]",2
15,CHI,ça c'est mon cadeau . [media],"[NULL,NULL,NULL]",1
15,CHI,ça c'est mon cadeau . [media],"[NULL,NULL,NULL]",2
16,CHI,moi l arrive pas à ouvrir . [media],"[NULL,NULL,NULL]",1
16,CHI,moi l arrive pas à ouvrir . [media],"[NULL,NULL,NULL]",2
17,OBS,c'est tout emberlificoté \<None\> ! [media],"[NULL,NULL,NULL]",1
17,OBS,c'est tout emberlificoté \<None\> ! [media],"[NULL,NULL,NULL]",2
18,MOT,attends tu \<None\> peux pas y arriver !,"[NULL,NULL,NULL]",1
18,MOT,attends tu \<None\> peux pas y arriver !,"[NULL,NULL,NULL]",2
19,OBS,han ! [media],"[NULL,NULL,NULL]",1
19,OBS,han ! [media],"[NULL,NULL,NULL]",2
20,MOT,bon tu es sûre que c'est pas les oeufs \<None\> ? [media],"[NULL,NULL,NULL]",1
20,MOT,bon tu es sûre que c'est pas les oeufs \<None\> ? [media],"[NULL,NULL,NULL]",2
21,OBS,c'est craqué \<None\> .,"[NULL,NULL,NULL]",1
21,OBS,c'est craqué \<None\> .,"[NULL,NULL,NULL]",2
22,OBS,si c'est les oeufs en_plus \<None\> mince \<None\> . [media],"[NULL,NULL,NULL]",1
22,OBS,si c'est les oeufs en_plus \<None\> mince \<None\> . [media],"[NULL,NULL,NULL]",2
23,MOT,si c'est les oeufs \<None\> .,"[NULL,NULL,NULL]",1
23,MOT,si c'est les oeufs \<None\> .,"[NULL,NULL,NULL]",2
24,MOT,c'est pas grave . [media],"[NULL,NULL,NULL]",1
24,MOT,c'est pas grave . [media],"[NULL,NULL,NULL]",2
25,OBS,j'espère de pas casser les oeufs ! [media],"[NULL,NULL,NULL]",1
25,OBS,j'espère de pas casser les oeufs ! [media],"[NULL,NULL,NULL]",2
26,MOT,on va voir on va voir ! [media],"[NULL,NULL,NULL]",1
26,MOT,on va voir on va voir ! [media],"[NULL,NULL,NULL]",2
27,CHI,[quote] xxx .,"[NULL,NULL,NULL]",1
27,CHI,[quote] xxx .,"[NULL,NULL,NULL]",2
28,OBS,sinon va falloir faire une omelette \<None\> ! [media],"[NULL,NULL,NULL]",1
28,OBS,sinon va falloir faire une omelette \<None\> ! [media],"[NULL,NULL,NULL]",2
29,CHI,xxx \<None\> .,"[NULL,NULL,NULL]",1
29,CHI,xxx \<None\> .,"[NULL,NULL,NULL]",2
30,MOT,oui . [media],"[NULL,NULL,NULL]",1
30,MOT,oui . [media],"[NULL,NULL,NULL]",2
31,MOT,mais le . sac était déjà à moitié craqué en fait . [media],"[NULL,NULL,NULL]",1
31,MOT,mais le . sac était déjà à moitié craqué en fait . [media],"[NULL,NULL,NULL]",2
32,CHI,oh ! [media],"[NULL,NULL,NULL]",1
32,CHI,oh ! [media],"[NULL,NULL,NULL]",2
33,CHI,c'est mon ça . [media],"[NULL,NULL,NULL]",1
33,CHI,c'est mon ça . [media],"[NULL,NULL,NULL]",2
34,CHI,ça c'est mon cadeau . [media],"[NULL,NULL,NULL]",1
34,CHI,ça c'est mon cadeau . [media],"[NULL,NULL,NULL]",2
35,CHI,ouvrir comment comme ça ? [media],"[NULL,NULL,NULL]",1
35,CHI,ouvrir comment comme ça ? [media],"[NULL,NULL,NULL]",2
36,OBS,oui . [media],"[NULL,NULL,NULL]",1
36,OBS,oui . [media],"[NULL,NULL,NULL]",2
37,CHI,attends euh ... [media],"[NULL,NULL,NULL]",1
37,CHI,attends euh ... [media],"[NULL,NULL,NULL]",2
38,CHI,faut déchirer ? [media],"[NULL,NULL,NULL]",1
38,CHI,faut déchirer ? [media],"[NULL,NULL,NULL]",2
39,OBS,oui tu peux déchirer . [media],"[NULL,NULL,NULL]",1
39,OBS,oui tu peux déchirer . [media],"[NULL,NULL,NULL]",2
