ID,Speaker,utterance,annotation,list-ID
7,CHI,yyy ! [media],"[NULL,NULL,NULL]",1
7,CHI,yyy ! [media],"[NULL,NULL,NULL]",2
8,MOT,xxx \<None\> .,"[NULL,NULL,NULL]",1
8,MOT,xxx \<None\> .,"[NULL,NULL,NULL]",2
9,CHI,je veux qu'on joue en_haut . [media],"[NULL,NULL,NULL]",1
9,CHI,je veux qu'on joue en_haut . [media],"[NULL,NULL,NULL]",2
10,CHI,je veux en_haut ! [media],"[NULL,NULL,NULL]",1
10,CHI,je veux en_haut ! [media],"[NULL,NULL,NULL]",2
11,OBS,tu veux tu veux a tu veux aller en_haut Madeleine tu veux aller en_haut \<None\> ? [media],"[NULL,NULL,NULL]",1
11,OBS,tu veux tu veux a tu veux aller en_haut Madeleine tu veux aller en_haut \<None\> ? [media],"[NULL,NULL,NULL]",2
12,CHI,oui !,"[NULL,NULL,NULL]",1
12,CHI,oui !,"[NULL,NULL,NULL]",2
13,MOT,xxx . [media],"[NULL,NULL,NULL]",1
13,MOT,xxx . [media],"[NULL,NULL,NULL]",2
14,OBS,et bien . allez \<None\> ! [media],"[NULL,NULL,NULL]",1
14,OBS,et bien . allez \<None\> ! [media],"[NULL,NULL,NULL]",2
15,SIS,maman \<None\> ?,"[NULL,NULL,NULL]",1
15,SIS,maman \<None\> ?,"[NULL,NULL,NULL]",2
16,SIS,je peux t'emprunter ton ordinateur on a un énorme boulot ! [media],"[NULL,NULL,NULL]",1
16,SIS,je peux t'emprunter ton ordinateur on a un énorme boulot ! [media],"[NULL,NULL,NULL]",2
17,BRO,[quote] 0. .,"[NULL,NULL,NULL]",1
17,BRO,[quote] 0. .,"[NULL,NULL,NULL]",2
18,SIS,il faut r une frise chronologique sur un livret . [media],"[NULL,NULL,NULL]",1
18,SIS,il faut r une frise chronologique sur un livret . [media],"[NULL,NULL,NULL]",2
19,SIS,où il faut mettre un auteur et tout bref \<None\> . [media],"[NULL,NULL,NULL]",1
19,SIS,où il faut mettre un auteur et tout bref \<None\> . [media],"[NULL,NULL,NULL]",2
20,MOT,[quote] oui oui non mais prends .,"[NULL,NULL,NULL]",1
