ID,Speaker,utterance,annotation,list-ID
5,OBS,on est le vingt quatre janvier deux mille dix et Théophile à quatre ans et demi ! [media],"[NULL,NULL,NULL]",1
5,OBS,on est le vingt quatre janvier deux mille dix et Théophile à quatre ans et demi ! [media],"[NULL,NULL,NULL]",2
6,FAT,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",1
6,FAT,[quote] xxx \<None\> .,"[NULL,NULL,NULL]",2
7,CHI,[quote] non .,"[NULL,NULL,NULL]",1
7,CHI,[quote] non .,"[NULL,NULL,NULL]",2
8,OBS,et les garçons je vous ai ... [media],"[NULL,NULL,NULL]",1
8,OBS,et les garçons je vous ai ... [media],"[NULL,NULL,NULL]",2
9,CHI,[quote] non .,"[NULL,NULL,NULL]",1
9,CHI,[quote] non .,"[NULL,NULL,NULL]",2
10,FAT,Théophile Théophile Théophile oh oh t arrêtes d' en mettre partout !,"[NULL,NULL,NULL]",1
10,FAT,Théophile Théophile Théophile oh oh t arrêtes d' en mettre partout !,"[NULL,NULL,NULL]",2
11,CHI,xxx . [media],"[NULL,NULL,NULL]",1
11,CHI,xxx . [media],"[NULL,NULL,NULL]",2
12,OBS,[quote] les garçons je vous ai ramené un petit cadeau d' Angleterre en retard pour Noël .,"[NULL,NULL,NULL]",1
12,OBS,[quote] les garçons je vous ai ramené un petit cadeau d' Angleterre en retard pour Noël .,"[NULL,NULL,NULL]",2
13,OBS,alors le bleu pour Théophile ... [media],"[NULL,NULL,NULL]",1
13,OBS,alors le bleu pour Théophile ... [media],"[NULL,NULL,NULL]",2
14,CHI,moi xxx j'adore le bleu !,"[NULL,NULL,NULL]",1
14,CHI,moi xxx j'adore le bleu !,"[NULL,NULL,NULL]",2
15,OBS,ben je sais ... [media],"[NULL,NULL,NULL]",1
15,OBS,ben je sais ... [media],"[NULL,NULL,NULL]",2
16,OBS,le vert pour Antoine pour pas que vous ayez le même regarde il y a un p Papa_Noël . [media],"[NULL,NULL,NULL]",1
16,OBS,le vert pour Antoine pour pas que vous ayez le même regarde il y a un p Papa_Noël . [media],"[NULL,NULL,NULL]",2
17,FAT,[quote] Toinou Toinou regarde ouh .,"[NULL,NULL,NULL]",1
17,FAT,[quote] Toinou Toinou regarde ouh .,"[NULL,NULL,NULL]",2
18,BRO,[quote] papa .,"[NULL,NULL,NULL]",1
18,BRO,[quote] papa .,"[NULL,NULL,NULL]",2
19,CHI,il y a c'est pas que une botte hein ! [media],"[NULL,NULL,NULL]",1
19,CHI,il y a c'est pas que une botte hein ! [media],"[NULL,NULL,NULL]",2
20,FAT,[quote] xxx hop .,"[NULL,NULL,NULL]",1
20,FAT,[quote] xxx hop .,"[NULL,NULL,NULL]",2
21,FAT,il y a des choses dedans ? [media],"[NULL,NULL,NULL]",1
21,FAT,il y a des choses dedans ? [media],"[NULL,NULL,NULL]",2
22,MOT,et après tu peux t'en reservir après . [media],"[NULL,NULL,NULL]",1
22,MOT,et après tu peux t'en reservir après . [media],"[NULL,NULL,NULL]",2
23,CHI,qu'est-ce que c'est ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
23,CHI,qu'est-ce que c'est ? [media],"[NULL,NULL,NULL]",2
24,FAT,xxx \<None\> . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
24,FAT,xxx \<None\> . [media],"[NULL,NULL,NULL]",2
25,CHI,chocolat ? [media],"[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,NULL]",1
25,CHI,chocolat ? [media],"[NULL,NULL,NULL]",2
26,FAT,ah ah il y a des chances . [media],"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
26,FAT,ah ah il y a des chances . [media],"[NULL,NULL,NULL]",2
27,CHI,0. . [media],"[CHI-Follow-up:Otherwise,NULL,NULL]",1
27,CHI,0. . [media],"[NULL,NULL,NULL]",2
28,FAT,non mais il est fermé .,"[NULL,NULL,NULL]",1
28,FAT,non mais il est fermé .,"[NULL,NULL,NULL]",2
29,FAT,va xxx à maman qu'elle mette un coup de un coup de ciseaux . [media],"[NULL,NULL,NULL]",1
29,FAT,va xxx à maman qu'elle mette un coup de un coup de ciseaux . [media],"[NULL,NULL,NULL]",2
30,BRO,papa . [media],"[NULL,NULL,NULL]",1
30,BRO,papa . [media],"[NULL,NULL,NULL]",2
31,CHI,euh tu peux me casser ? [media],"[CHI-Initiation:Information-seeking:fact-based,NULL,NULL]",1
31,CHI,euh tu peux me casser ? [media],"[NULL,NULL,NULL]",2
32,MOT,han fais voir !,"[PAR-Response:Answer:no-explanation-needed,NULL,NULL]",1
32,MOT,han fais voir !,"[NULL,NULL,NULL]",2
33,CHI,tu peux me l'ouvrir ? [media],"[CHI-Follow-up:Followup-question,CHI-Initiation:Information-seeking:fact-based,NULL]",1
33,CHI,tu peux me l'ouvrir ? [media],"[NULL,NULL,NULL]",2
34,MOT,faut l'ouvrir ? [media],"[PAR-Response:Non-answer:interrogative,NULL,NULL]",1
34,MOT,faut l'ouvrir ? [media],"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
35,CHI,oui xxx . [media],"[CHI-Follow-up:Otherwise,NULL,NULL]",1
35,CHI,oui xxx . [media],"[CHI-Response:Answer:no-explanation-needed,NULL,NULL]",2
36,MOT,[quote] ah oui .,"[NULL,NULL,NULL]",1
36,MOT,[quote] ah oui .,"[PAR-Follow-up:Signal-agreement,NULL,NULL]",2
37,CHI,0. . [media],"[NULL,NULL,NULL]",1
37,CHI,0. . [media],"[NULL,NULL,NULL]",2
38,FAT,tiens xxx celle de de Théo de Antoine aussi à maman . [media],"[NULL,NULL,NULL]",1
38,FAT,tiens xxx celle de de Théo de Antoine aussi à maman . [media],"[NULL,NULL,NULL]",2
39,CHI,[quote] je vais glisser en_arrière .,"[NULL,NULL,NULL]",1
39,CHI,[quote] je vais glisser en_arrière .,"[NULL,NULL,NULL]",2
40,MOT,[quote] xxx .,"[NULL,NULL,NULL]",1
40,MOT,[quote] xxx .,"[NULL,NULL,NULL]",2
41,MOT,je vais les ouvrir c'est mignon ces p euh \<self interruption\> [media],"[NULL,NULL,NULL]",1
41,MOT,je vais les ouvrir c'est mignon ces p euh \<self interruption\> [media],"[NULL,NULL,NULL]",2
42,FAT,[quote] chaussettes . [media],"[NULL,NULL,NULL]",1
42,FAT,[quote] chaussettes . [media],"[NULL,NULL,NULL]",2
43,CHI,0. .,"[NULL,NULL,NULL]",1
43,CHI,0. .,"[NULL,NULL,NULL]",2
44,MOT,oh regarde la p biche .,"[NULL,NULL,NULL]",1
44,MOT,oh regarde la p biche .,"[NULL,NULL,NULL]",2
45,MOT,tiens . [media],"[NULL,NULL,NULL]",1
45,MOT,tiens . [media],"[NULL,NULL,NULL]",2
46,OBS,attention à tes doigts . [media],"[NULL,NULL,NULL]",1
46,OBS,attention à tes doigts . [media],"[NULL,NULL,NULL]",2
