ID,Speaker,utterance,annotation,list-ID
6,MOT,déjà mangé plein de pain ! [media],"[NULL,NULL,NULL]",1
6,MOT,déjà mangé plein de pain ! [media],"[NULL,NULL,NULL]",2
7,CHI,miam miam .,"[NULL,NULL,NULL]",1
7,CHI,miam miam .,"[NULL,NULL,NULL]",2
8,MOT,encore ! [media],"[NULL,NULL,NULL]",1
8,MOT,encore ! [media],"[NULL,NULL,NULL]",2
9,OBS,alors Théophile a deux ans . un mois passé peut-être deux mois . [media],"[NULL,NULL,NULL]",1
9,OBS,alors Théophile a deux ans . un mois passé peut-être deux mois . [media],"[NULL,NULL,NULL]",2
10,CHI,yyy bébé .,"[NULL,NULL,NULL]",1
10,CHI,yyy bébé .,"[NULL,NULL,NULL]",2
11,OBS,ouais .,"[NULL,NULL,NULL]",1
11,OBS,ouais .,"[NULL,NULL,NULL]",2
12,MOT,tiens Théophile . [media],"[NULL,NULL,NULL]",1
12,MOT,tiens Théophile . [media],"[NULL,NULL,NULL]",2
13,OBS,tu te rappelles comment on te filme . [media],"[NULL,NULL,NULL]",1
13,OBS,tu te rappelles comment on te filme . [media],"[NULL,NULL,NULL]",2
14,MOT,un dernier petit bout hein parce qu'après tu auras plus de place .,"[NULL,NULL,NULL]",1
14,MOT,un dernier petit bout hein parce qu'après tu auras plus de place .,"[NULL,NULL,NULL]",2
15,OBS,oh t'as de la chance . [media],"[NULL,NULL,NULL]",1
15,OBS,oh t'as de la chance . [media],"[NULL,NULL,NULL]",2
16,OBS,hum .,"[NULL,NULL,NULL]",1
16,OBS,hum .,"[NULL,NULL,NULL]",2
17,MOT,c'est du bon pain et puis là-bas il mange plein de légumes de poissons de viandes donc ça va . [media],"[NULL,NULL,NULL]",1
17,MOT,c'est du bon pain et puis là-bas il mange plein de légumes de poissons de viandes donc ça va . [media],"[NULL,NULL,NULL]",2
18,MOT,elle m'a dit pour manger il y a pas de problème . [media],"[NULL,NULL,NULL]",1
18,MOT,elle m'a dit pour manger il y a pas de problème . [media],"[NULL,NULL,NULL]",2
19,MOT,c'est bien ils font du potiron des courgettes euh plein de trucs euh . [media],"[NULL,NULL,NULL]",1
19,MOT,c'est bien ils font du potiron des courgettes euh plein de trucs euh . [media],"[NULL,NULL,NULL]",2
20,OBS,et t'as le droit d' aller au à la gar \<interruption\>,"[NULL,NULL,NULL]",1
20,OBS,et t'as le droit d' aller au à la gar \<interruption\>,"[NULL,NULL,NULL]",2
21,OBS,comment ça s'appelle ?,"[NULL,NULL,NULL]",1
21,OBS,comment ça s'appelle ?,"[NULL,NULL,NULL]",2
22,OBS,le jardin d' enfant ? [media],"[NULL,NULL,NULL]",1
22,OBS,le jardin d' enfant ? [media],"[NULL,NULL,NULL]",2
23,OBS,avec ton doudou ? [media],"[NULL,NULL,NULL]",1
23,OBS,avec ton doudou ? [media],"[NULL,NULL,NULL]",2
24,OBS,t'y vas avec ton doudou il y va aussi lui ? [media],"[NULL,NULL,NULL]",1
24,OBS,t'y vas avec ton doudou il y va aussi lui ? [media],"[NULL,NULL,NULL]",2
25,MOT,hein Théophile . [media],"[NULL,NULL,NULL]",1
25,MOT,hein Théophile . [media],"[NULL,NULL,NULL]",2
26,MOT,tu l'emmènes ?,"[NULL,NULL,NULL]",1
26,MOT,tu l'emmènes ?,"[PAR-Initiation:Information-seeking:fact-based ,Complex-long,NULL]",2
27,OBS,il il y va le doudou ? [media],"[NULL,NULL,NULL]",1
27,OBS,il il y va le doudou ? [media],"[NULL,NULL,NULL]",2
28,MOT,tu l'emmènes ?,"[NULL,NULL,NULL]",1
28,MOT,tu l'emmènes ?,"[PAR-Initiation:Information-seeking:fact-based ,NULL,NULL]",2
29,MOT,c'est qui ça ? [media],"[NULL,NULL,NULL]",1
29,MOT,c'est qui ça ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
30,MOT,c'est qui ça Théophile ?,"[NULL,NULL,NULL]",1
30,MOT,c'est qui ça Théophile ?,"[PAR-Follow-up:Re-ask-initial-question,PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response]",2
31,MOT,ah c'est qui . [media],"[NULL,NULL,NULL]",1
31,MOT,ah c'est qui . [media],"[NULL,NULL,NULL]",2
32,MOT,c'est qui c'est qui ? [media],"[NULL,NULL,NULL]",1
32,MOT,c'est qui c'est qui ? [media],"[PAR-Follow-up:Re-ask-initial-question,CHI-Response:No-response,NULL]",2
33,MOT,oh tu te lèves un peu là .,"[NULL,NULL,NULL]",1
33,MOT,oh tu te lèves un peu là .,"[PAR-Follow-up:other,NULL,NULL]",2
34,MOT,aller hop . [media],"[NULL,NULL,NULL]",1
34,MOT,aller hop . [media],"[NULL,NULL,NULL]",2
35,MOT,il m'en a mis partou . [media],"[NULL,NULL,NULL]",1
35,MOT,il m'en a mis partou . [media],"[NULL,NULL,NULL]",2
36,MOT,tiens on va se on va tiens oudougoudou . [media],"[NULL,NULL,NULL]",1
36,MOT,tiens on va se on va tiens oudougoudou . [media],"[NULL,NULL,NULL]",2
37,MOT,tu le veux Doundo ? [media],"[NULL,NULL,NULL]",1
37,MOT,tu le veux Doundo ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
38,MOT,hum . [media],"[NULL,NULL,NULL]",1
38,MOT,hum . [media],"[PAR-Follow-up:other,NULL,NULL]",2
39,MOT,oh tu racontes à Lili tout ce-que t'as fait aujourd'hui ? [media],"[NULL,NULL,NULL]",1
39,MOT,oh tu racontes à Lili tout ce-que t'as fait aujourd'hui ? [media],"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,NULL]",2
40,MOT,hum hein Théophile ? [media],"[NULL,NULL,NULL]",1
40,MOT,hum hein Théophile ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
41,MOT,tu lui racontes vroum vroum et \<interruption\>,"[NULL,NULL,NULL]",1
41,MOT,tu lui racontes vroum vroum et \<interruption\>,"[NULL,NULL,NULL]",2
42,MOT,qu'est-ce que t'as fait \<None\> ?,"[NULL,NULL,NULL]",1
42,MOT,qu'est-ce que t'as fait \<None\> ?,"[PAR-Follow-up:Followup-question,PAR-Initiation:Information-seeking:fact-based ,Complex-long]",2
43,OBS,t'as fait des voitures \<None\> ? [media],"[NULL,NULL,NULL]",1
43,OBS,t'as fait des voitures \<None\> ? [media],"[NULL,NULL,NULL]",2
44,MOT,qu'est-ce que t'as fait d' autre Théophile ? [media],"[NULL,NULL,NULL]",1
44,MOT,qu'est-ce que t'as fait d' autre Théophile ? [media],"[PAR-Initiation:Information-seeking:fact-based ,CHI-Response:No-response,NULL]",2
45,CHI,0. .,"[NULL,NULL,NULL]",1
45,CHI,0. .,"[CHI-Response:No-label,NULL,NULL]",2
46,MOT,hum .,"[NULL,NULL,NULL]",1
46,MOT,hum .,"[PAR-Follow-up:other,NULL,NULL]",2
47,CHI,yyy . [media],"[NULL,NULL,NULL]",1
47,CHI,yyy . [media],"[NULL,NULL,NULL]",2
48,OBS,fais voir .,"[NULL,NULL,NULL]",1
48,OBS,fais voir .,"[NULL,NULL,NULL]",2
49,MOT,oh c'est pour Lili !,"[NULL,NULL,NULL]",1
49,MOT,oh c'est pour Lili !,"[NULL,NULL,NULL]",2
50,OBS,oh dis_donc merci .,"[NULL,NULL,NULL]",1
50,OBS,oh dis_donc merci .,"[NULL,NULL,NULL]",2
51,MOT,[quote] ohlàlà . [media],"[NULL,NULL,NULL]",1
51,MOT,[quote] ohlàlà . [media],"[NULL,NULL,NULL]",2
52,MOT,hum . [media],"[NULL,NULL,NULL]",1
52,MOT,hum . [media],"[NULL,NULL,NULL]",2
53,MOT,parce qu'il en a fait des choses hein .,"[NULL,NULL,NULL]",1
53,MOT,parce qu'il en a fait des choses hein .,"[NULL,NULL,NULL]",2
54,MOT,on l'a emmené à Gerone . cet été . avec son papé .,"[NULL,NULL,NULL]",1
54,MOT,on l'a emmené à Gerone . cet été . avec son papé .,"[NULL,NULL,NULL]",2
55,OBS,c'est où Gerone ? [media],"[NULL,NULL,NULL]",1
55,OBS,c'est où Gerone ? [media],"[NULL,NULL,NULL]",2
56,MOT,bah Gerone c'est à la frontière euh espagnole . et française .,"[NULL,NULL,NULL]",1
56,MOT,bah Gerone c'est à la frontière euh espagnole . et française .,"[NULL,NULL,NULL]",2
57,MOT,tu sais juste après Perpignan \<None\> .,"[NULL,NULL,NULL]",1
57,MOT,tu sais juste après Perpignan \<None\> .,"[NULL,NULL,NULL]",2
58,CHI,xxx \<None\> . [media],"[NULL,NULL,NULL]",1
58,CHI,xxx \<None\> . [media],"[NULL,NULL,NULL]",2
59,MOT,ohlàlà tous les cadeaux .,"[NULL,NULL,NULL]",1
59,MOT,ohlàlà tous les cadeaux .,"[NULL,NULL,NULL]",2
60,OBS,ohlàlà la !,"[NULL,NULL,NULL]",1
60,OBS,ohlàlà la !,"[NULL,NULL,NULL]",2
61,MOT,c'est quoi ça \<None\> .,"[NULL,NULL,NULL]",1
61,MOT,c'est quoi ça \<None\> .,"[NULL,NULL,NULL]",2
