ID,Speaker,utterance,annotation,list-ID
6,OBS,alors Théophile a deux ans . un mois . [media],"[NULL,NULL,NULL]",1
6,OBS,alors Théophile a deux ans . un mois . [media],"[NULL,NULL,NULL]",2
7,CHI,xxx . [media],"[NULL,NULL,NULL]",1
7,CHI,xxx . [media],"[NULL,NULL,NULL]",2
8,CHI,ah ! [media],"[NULL,NULL,NULL]",1
8,CHI,ah ! [media],"[NULL,NULL,NULL]",2
9,OBS,eh ouais ! [media],"[NULL,NULL,NULL]",1
9,OBS,eh ouais ! [media],"[NULL,NULL,NULL]",2
10,MOT,pas tout_à_fait un mois mais c'est vrai presque hein ça passe \<None\> vite hein \<None\> ! [media],"[NULL,NULL,NULL]",1
10,MOT,pas tout_à_fait un mois mais c'est vrai presque hein ça passe \<None\> vite hein \<None\> ! [media],"[NULL,NULL,NULL]",2
11,OBS,presque \<None\> .,"[NULL,NULL,NULL]",1
11,OBS,presque \<None\> .,"[NULL,NULL,NULL]",2
12,CHI,yyy !,"[NULL,NULL,NULL]",1
12,CHI,yyy !,"[NULL,NULL,NULL]",2
13,MOT,c'est ton harmonica ! [media],"[NULL,NULL,NULL]",1
13,MOT,c'est ton harmonica ! [media],"[NULL,NULL,NULL]",2
14,CHI,xxx . [media],"[NULL,NULL,NULL]",1
14,CHI,xxx . [media],"[NULL,NULL,NULL]",2
15,CHI,xxx . [media],"[NULL,NULL,NULL]",1
15,CHI,xxx . [media],"[NULL,NULL,NULL]",2
16,FAT,tu joues Théophile à ça . [media],"[NULL,NULL,NULL]",1
16,FAT,tu joues Théophile à ça . [media],"[NULL,NULL,NULL]",2
17,FAT,tu fais une démo . [media],"[NULL,NULL,NULL]",1
17,FAT,tu fais une démo . [media],"[NULL,NULL,NULL]",2
18,CHI,0. . [media],"[NULL,NULL,NULL]",1
18,CHI,0. . [media],"[NULL,NULL,NULL]",2
19,FAT,0. . [media],"[NULL,NULL,NULL]",1
19,FAT,0. . [media],"[NULL,NULL,NULL]",2
20,CHI,xxx . [media],"[NULL,NULL,NULL]",1
20,CHI,xxx . [media],"[NULL,NULL,NULL]",2
21,FAT,allez un p morceau . [media],"[NULL,NULL,NULL]",1
21,FAT,allez un p morceau . [media],"[NULL,NULL,NULL]",2
22,FAT,. t te rappelles ? [media],"[NULL,NULL,NULL]",1
22,FAT,. t te rappelles ? [media],"[PAR-Initiation:Non-Information-seeking,NULL,NULL]",2
23,CHI,0. .,"[NULL,NULL,NULL]",1
23,CHI,0. .,"[NULL,NULL,NULL]",2
24,FAT,non l'autre côté \<None\> . l'autre \<self interruption\> [media],"[NULL,NULL,NULL]",1
24,FAT,non l'autre côté \<None\> . l'autre \<self interruption\> [media],"[NULL,NULL,NULL]",2
25,MOT,l'autre côté \<None\> .,"[NULL,NULL,NULL]",1
25,MOT,l'autre côté \<None\> .,"[NULL,NULL,NULL]",2
26,MOT,tourne tourne ! [media],"[NULL,NULL,NULL]",1
26,MOT,tourne tourne ! [media],"[NULL,NULL,NULL]",2
27,MOT,vas_y vas_y ! [media],"[NULL,NULL,NULL]",1
27,MOT,vas_y vas_y ! [media],"[NULL,NULL,NULL]",2
28,FAT,[quote] xxx . là .,"[NULL,NULL,NULL]",1
28,FAT,[quote] xxx . là .,"[NULL,NULL,NULL]",2
29,MOT,très bien . [media],"[NULL,NULL,NULL]",1
29,MOT,très bien . [media],"[NULL,NULL,NULL]",2
30,CHI,0. . [media],"[NULL,NULL,NULL]",1
30,CHI,0. . [media],"[NULL,NULL,NULL]",2
31,MOT,ouais ! [media],"[NULL,NULL,NULL]",1
31,MOT,ouais ! [media],"[NULL,NULL,NULL]",2
32,MOT,super \<None\> ! [media],"[NULL,NULL,NULL]",1
32,MOT,super \<None\> ! [media],"[NULL,NULL,NULL]",2
33,FAT,ouais \<None\> !,"[NULL,NULL,NULL]",1
33,FAT,ouais \<None\> !,"[NULL,NULL,NULL]",2
34,MOT,encore ! [media],"[NULL,NULL,NULL]",1
34,MOT,encore ! [media],"[NULL,NULL,NULL]",2
35,CHI,dehors ! [media],"[NULL,NULL,NULL]",1
35,CHI,dehors ! [media],"[NULL,NULL,NULL]",2
36,MOT,wouah ! [media],"[NULL,NULL,NULL]",1
36,MOT,wouah ! [media],"[NULL,NULL,NULL]",2
37,CHI,0. .,"[NULL,NULL,NULL]",1
37,CHI,0. .,"[NULL,NULL,NULL]",2
38,CHI,mes clés . [media],"[NULL,NULL,NULL]",1
38,CHI,mes clés . [media],"[NULL,NULL,NULL]",2
39,CHI,ah oh mes clés . [media],"[NULL,NULL,NULL]",1
39,CHI,ah oh mes clés . [media],"[NULL,NULL,NULL]",2
40,CHI,mes clés ! [media],"[NULL,NULL,NULL]",1
40,CHI,mes clés ! [media],"[NULL,NULL,NULL]",2
